window_idx,window_start,window_end,episode,end_total_asset,total_reward,total_cost,total_trades,sharpe
101,2018-01-11,2019-03-12,160,960416.34,-39583.66,2002.72,4859,-0.121
102,2018-02-09,2019-04-09,10,1094330.17,94330.17,1375.71,3932,0.595
102,2018-02-09,2019-04-09,20,1056818.05,56818.05,1109.55,4709,0.394
102,2018-02-09,2019-04-09,30,1052407.58,52407.58,1084.95,4983,0.375
102,2018-02-09,2019-04-09,40,1050520.49,50520.49,998.99,4872,0.362
102,2018-02-09,2019-04-09,50,1051864.94,51864.94,1067.15,4926,0.369
102,2018-02-09,2019-04-09,60,1047287.28,47287.28,1078.94,4829,0.345
102,2018-02-09,2019-04-09,70,1055487.88,55487.88,1089.72,4808,0.391
102,2018-02-09,2019-04-09,80,1044918.35,44918.35,1086.03,4827,0.336
102,2018-02-09,2019-04-09,90,1049466.58,49466.58,1086.45,4570,0.355
102,2018-02-09,2019-04-09,100,1058004.05,58004.05,1317.04,4598,0.407
102,2018-02-09,2019-04-09,110,1059496.25,59496.25,1339.92,4521,0.414
102,2018-02-09,2019-04-09,120,1057394.27,57394.27,1341.4,4509,0.402
102,2018-02-09,2019-04-09,130,1059672.37,59672.37,1377.71,4619,0.412
102,2018-02-09,2019-04-09,140,1054331.99,54331.99,1274.38,4642,0.388
102,2018-02-09,2019-04-09,150,1042773.29,42773.29,1175.51,4664,0.32
102,2018-02-09,2019-04-09,160,1048286.45,48286.45,1163.41,4670,0.349
103,2018-03-12,2019-05-08,10,1024425.82,24425.82,1384.3,4163,0.224
103,2018-03-12,2019-05-08,20,1038540.11,38540.11,1113.8,4604,0.3
103,2018-03-12,2019-05-08,30,1034363.19,34363.19,1113.42,4543,0.279
103,2018-03-12,2019-05-08,40,1027810.14,27810.14,999.0,4518,0.242
103,2018-03-12,2019-05-08,50,1030398.93,30398.93,998.99,4518,0.257
103,2018-03-12,2019-05-08,60,1028858.14,28858.14,998.98,4518,0.248
103,2018-03-12,2019-05-08,70,1034461.18,34461.18,998.99,4518,0.278
103,2018-03-12,2019-05-08,80,1031614.51,31614.51,998.98,4518,0.265
103,2018-03-12,2019-05-08,90,1036689.62,36689.62,998.98,4518,0.29
103,2018-03-12,2019-05-08,100,1028048.2,28048.2,998.97,4518,0.244
103,2018-03-12,2019-05-08,110,1032078.15,32078.15,998.99,4518,0.267
103,2018-03-12,2019-05-08,120,1030968.67,30968.67,999.0,4518,0.259
103,2018-03-12,2019-05-08,130,1028676.09,28676.09,999.0,4518,0.247
103,2018-03-12,2019-05-08,140,1034100.58,34100.58,998.99,4518,0.277
103,2018-03-12,2019-05-08,150,1035651.11,35651.11,999.0,4518,0.285
103,2018-03-12,2019-05-08,160,1031510.44,31510.44,998.98,4518,0.262
104,2018-04-10,2019-06-06,10,1107631.59,107631.59,1389.01,4508,0.715
104,2018-04-10,2019-06-06,20,1094266.61,94266.61,1280.06,4913,0.623
104,2018-04-10,2019-06-06,30,1112917.37,112917.37,1296.52,4898,0.752
104,2018-04-10,2019-06-06,40,1107519.85,107519.85,1202.98,4777,0.711
104,2018-04-10,2019-06-06,50,1104303.98,104303.98,998.99,4677,0.689
104,2018-04-10,2019-06-06,60,1102197.93,102197.93,998.98,4410,0.674
104,2018-04-10,2019-06-06,70,1102066.92,102066.92,998.99,4448,0.668
104,2018-04-10,2019-06-06,80,1101511.5,101511.5,998.98,4453,0.676
104,2018-04-10,2019-06-06,90,1102274.19,102274.19,998.99,4461,0.68
104,2018-04-10,2019-06-06,100,1107102.84,107102.84,998.99,4460,0.694
104,2018-04-10,2019-06-06,110,1106374.08,106374.08,998.97,4478,0.699
104,2018-04-10,2019-06-06,120,1106131.06,106131.06,998.99,4490,0.696
104,2018-04-10,2019-06-06,130,1106779.8,106779.8,999.0,4530,0.692
104,2018-04-10,2019-06-06,140,1106772.16,106772.16,998.99,4519,0.704
104,2018-04-10,2019-06-06,150,1103815.35,103815.35,998.98,4541,0.677
104,2018-04-10,2019-06-06,160,1105819.37,105819.37,999.0,4547,0.686
105,2018-05-08,2019-07-05,10,1073984.85,73984.85,1332.12,4644,0.524
105,2018-05-08,2019-07-05,20,1064801.0,64801.0,1079.7,4877,0.459
105,2018-05-08,2019-07-05,30,1073478.18,73478.18,1079.71,4777,0.519
105,2018-05-08,2019-07-05,40,1069313.99,69313.99,998.98,4769,0.487
105,2018-05-08,2019-07-05,50,1064675.42,64675.42,998.98,4769,0.462
105,2018-05-08,2019-07-05,60,1062336.61,62336.61,998.99,4769,0.45
105,2018-05-08,2019-07-05,70,1067659.36,67659.36,998.98,4769,0.483
105,2018-05-08,2019-07-05,80,1068481.19,68481.19,998.99,4769,0.491
105,2018-05-08,2019-07-05,90,1070585.98,70585.98,998.99,4769,0.499
105,2018-05-08,2019-07-05,100,1063528.2,63528.2,998.99,4769,0.46
105,2018-05-08,2019-07-05,110,1066897.55,66897.55,998.99,4769,0.48
105,2018-05-08,2019-07-05,120,1062878.97,62878.97,998.98,4769,0.449
105,2018-05-08,2019-07-05,130,1063760.86,63760.86,999.0,4769,0.456
105,2018-05-08,2019-07-05,140,1069655.72,69655.72,998.99,4769,0.493
105,2018-05-08,2019-07-05,150,1066817.31,66817.31,998.99,4769,0.477
105,2018-05-08,2019-07-05,160,1070970.65,70970.65,998.98,4769,0.499
106,2018-06-06,2019-08-02,10,1061808.88,61808.88,1156.71,4520,0.445
106,2018-06-06,2019-08-02,20,1018758.35,18758.35,1173.1,4719,0.194
106,2018-06-06,2019-08-02,30,1033802.18,33802.18,1170.46,4685,0.284
106,2018-06-06,2019-08-02,40,1038659.28,38659.28,1148.78,4682,0.314
106,2018-06-06,2019-08-02,50,1025161.49,25161.49,999.08,4609,0.232
106,2018-06-06,2019-08-02,60,1023773.78,23773.78,998.98,4565,0.225
106,2018-06-06,2019-08-02,70,1028608.44,28608.44,998.98,4662,0.254
106,2018-06-06,2019-08-02,80,1031840.01,31840.01,998.98,4639,0.274
106,2018-06-06,2019-08-02,90,1031634.39,31634.39,998.99,4673,0.271
106,2018-06-06,2019-08-02,100,1026498.31,26498.31,998.98,4692,0.241
106,2018-06-06,2019-08-02,110,1029521.33,29521.33,998.98,4744,0.26
106,2018-06-06,2019-08-02,120,1021121.84,21121.84,998.99,4697,0.208
106,2018-06-06,2019-08-02,130,1023833.05,23833.05,998.99,4687,0.224
106,2018-06-06,2019-08-02,140,1030324.93,30324.93,999.0,4660,0.263
106,2018-06-06,2019-08-02,150,1057480.79,57480.79,1562.06,4521,0.436
106,2018-06-06,2019-08-02,160,1050899.78,50899.78,1778.88,4497,0.382
107,2018-07-05,2019-08-30,10,1109298.66,109298.66,1581.63,4661,0.726
107,2018-07-05,2019-08-30,20,1100201.42,100201.42,1150.39,4995,0.65
107,2018-07-05,2019-08-30,30,1103177.84,103177.84,1130.95,4998,0.685
107,2018-07-05,2019-08-30,40,1102408.03,102408.03,1084.45,5009,0.665
107,2018-07-05,2019-08-30,50,1091279.83,91279.83,1066.7,5012,0.606
107,2018-07-05,2019-08-30,60,1103561.44,103561.44,1146.73,5012,0.681
107,2018-07-05,2019-08-30,70,1108579.66,108579.66,1173.72,4995,0.726
107,2018-07-05,2019-08-30,80,1107149.35,107149.35,1063.01,4953,0.716
107,2018-07-05,2019-08-30,90,1108161.11,108161.11,1064.65,4950,0.713
107,2018-07-05,2019-08-30,100,1102599.07,102599.07,1047.2,4953,0.681
107,2018-07-05,2019-08-30,110,1103336.04,103336.04,1047.06,4950,0.689
107,2018-07-05,2019-08-30,120,1093028.86,93028.86,1062.86,4944,0.611
107,2018-07-05,2019-08-30,130,1101211.36,101211.36,1047.64,4957,0.666
107,2018-07-05,2019-08-30,140,1112900.86,112900.86,1063.47,4938,0.729
107,2018-07-05,2019-08-30,150,1100917.74,100917.74,1060.09,4949,0.668
107,2018-07-05,2019-08-30,160,1102847.39,102847.39,1068.5,4975,0.675
108,2018-08-02,2019-09-30,10,1062555.69,62555.69,1151.92,5134,0.462
108,2018-08-02,2019-09-30,20,1041579.0,41579.0,1045.05,5020,0.327
108,2018-08-02,2019-09-30,30,1058479.09,58479.09,1082.77,4977,0.428
108,2018-08-02,2019-09-30,40,1042649.74,42649.74,1164.01,4657,0.335
108,2018-08-02,2019-09-30,50,1037479.26,37479.26,1168.36,4719,0.304
108,2018-08-02,2019-09-30,60,1052771.45,52771.45,1197.54,4770,0.404
108,2018-08-02,2019-09-30,70,1041573.6,41573.6,1621.82,4814,0.339
108,2018-08-02,2019-09-30,80,1031199.21,31199.21,1897.22,4977,0.278
108,2018-08-02,2019-09-30,90,1075107.27,75107.27,1866.59,4965,0.537
108,2018-08-02,2019-09-30,100,1057841.46,57841.46,1800.52,4775,0.429
108,2018-08-02,2019-09-30,110,1062459.15,62459.15,1434.26,4823,0.46
108,2018-08-02,2019-09-30,120,1049508.99,49508.99,1822.4,4827,0.375
108,2018-08-02,2019-09-30,130,1084074.07,84074.07,1683.54,4891,0.581
108,2018-08-02,2019-09-30,140,1050807.76,50807.76,1399.76,4907,0.386
108,2018-08-02,2019-09-30,150,1062208.42,62208.42,1373.99,4872,0.461
108,2018-08-02,2019-09-30,160,1073752.15,73752.15,1477.7,4844,0.525
109,2018-08-30,2019-10-28,10,1085714.54,85714.54,1385.1,4461,0.585
109,2018-08-30,2019-10-28,20,1043913.39,43913.39,1240.67,5078,0.336
109,2018-08-30,2019-10-28,30,1055566.14,55566.14,1237.32,5070,0.41
109,2018-08-30,2019-10-28,40,1027661.62,27661.62,1090.07,5036,0.244
109,2018-08-30,2019-10-28,50,1042078.65,42078.65,1171.85,5088,0.327
109,2018-08-30,2019-10-28,60,1032487.82,32487.82,1119.62,5131,0.272
109,2018-08-30,2019-10-28,70,1044217.49,44217.49,1172.66,5146,0.34
109,2018-08-30,2019-10-28,80,1032822.45,32822.45,1067.78,5165,0.274
109,2018-08-30,2019-10-28,90,1051658.56,51658.56,1065.96,5133,0.376
109,2018-08-30,2019-10-28,100,1038343.49,38343.49,1152.89,5134,0.306
109,2018-08-30,2019-10-28,110,1026643.35,26643.35,1174.23,5135,0.239
109,2018-08-30,2019-10-28,120,1024039.64,24039.64,1522.9,5068,0.224
109,2018-08-30,2019-10-28,130,1001379.54,1379.54,1715.93,5050,0.096
109,2018-08-30,2019-10-28,140,1006926.46,6926.46,2448.5,4995,0.128
109,2018-08-30,2019-10-28,150,1030201.99,30201.99,2423.91,5042,0.262
109,2018-08-30,2019-10-28,160,1030020.72,30020.72,2911.1,5067,0.258
110,2018-09-28,2019-11-25,10,1037136.89,37136.89,1271.75,4607,0.3
110,2018-09-28,2019-11-25,20,1015654.09,15654.09,1096.52,4949,0.176
110,2018-09-28,2019-11-25,30,1028120.78,28120.78,1082.69,4816,0.247
110,2018-09-28,2019-11-25,40,1013600.93,13600.93,1083.81,4883,0.165
110,2018-09-28,2019-11-25,50,1002395.29,2395.29,1082.01,4946,0.102
110,2018-09-28,2019-11-25,60,1001013.46,1013.46,998.98,4954,0.093
110,2018-09-28,2019-11-25,70,1011025.27,11025.27,1372.21,4931,0.149
110,2018-09-28,2019-11-25,80,1005346.72,5346.72,1344.06,4922,0.116
110,2018-09-28,2019-11-25,90,1009626.32,9626.32,1368.31,4899,0.141
110,2018-09-28,2019-11-25,100,1022452.65,22452.65,1355.96,4909,0.216
110,2018-09-28,2019-11-25,110,1020247.82,20247.82,1458.42,4920,0.203
110,2018-09-28,2019-11-25,120,1009590.87,9590.87,1388.96,4882,0.142
110,2018-09-28,2019-11-25,130,1003460.94,3460.94,1438.71,4910,0.107
110,2018-09-28,2019-11-25,140,1027060.79,27060.79,1489.83,4848,0.24
110,2018-09-28,2019-11-25,150,1024666.58,24666.58,1434.47,4857,0.229
110,2018-09-28,2019-11-25,160,1017985.38,17985.38,1470.62,4899,0.189
111,2018-10-26,2019-12-24,10,1110671.8,110671.8,1121.64,4785,0.721
111,2018-10-26,2019-12-24,20,1110176.5,110176.5,1091.15,4802,0.715
111,2018-10-26,2019-12-24,30,1115488.97,115488.97,1059.51,4783,0.755
111,2018-10-26,2019-12-24,40,1114183.2,114183.2,1058.89,4778,0.739
111,2018-10-26,2019-12-24,50,1108348.11,108348.11,1075.89,4777,0.705
111,2018-10-26,2019-12-24,60,1106744.41,106744.41,1060.44,4778,0.7
111,2018-10-26,2019-12-24,70,1116312.37,116312.37,1060.43,4778,0.764
111,2018-10-26,2019-12-24,80,1112784.64,112784.64,1142.84,4763,0.745
111,2018-10-26,2019-12-24,90,1119985.37,119985.37,1150.83,4764,0.772
111,2018-10-26,2019-12-24,100,1114160.34,114160.34,1136.31,4770,0.748
111,2018-10-26,2019-12-24,110,1115884.02,115884.02,1043.74,4755,0.752
111,2018-10-26,2019-12-24,120,1106855.26,106855.26,1058.45,4760,0.688
111,2018-10-26,2019-12-24,130,1145249.38,145249.38,1867.99,4749,0.872
111,2018-10-26,2019-12-24,140,1126407.73,126407.73,1608.38,4770,0.788
111,2018-10-26,2019-12-24,150,1150260.72,150260.72,1651.72,4803,0.925
111,2018-10-26,2019-12-24,160,1122049.77,122049.77,1948.06,4813,0.76
112,2018-11-26,2020-01-24,10,1130923.72,130923.72,1376.31,3591,0.874
112,2018-11-26,2020-01-24,20,1124024.39,124024.39,1180.63,4420,0.818
112,2018-11-26,2020-01-24,30,1129525.09,129525.09,1157.44,4332,0.856
112,2018-11-26,2020-01-24,40,1118703.07,118703.07,1159.7,4334,0.798
112,2018-11-26,2020-01-24,50,1125738.95,125738.95,1085.32,4319,0.833
112,2018-11-26,2020-01-24,60,1118061.83,118061.83,1088.29,4285,0.793
112,2018-11-26,2020-01-24,70,1136003.17,136003.17,1102.59,4290,0.902
112,2018-11-26,2020-01-24,80,1122285.46,122285.46,1254.58,4308,0.821
112,2018-11-26,2020-01-24,90,1098697.59,98697.59,1530.29,4149,0.686
112,2018-11-26,2020-01-24,100,1115121.7,115121.7,1774.59,4228,0.781
112,2018-11-26,2020-01-24,110,1125333.91,125333.91,1873.36,4165,0.85
112,2018-11-26,2020-01-24,120,1122802.64,122802.64,1783.21,4134,0.816
112,2018-11-26,2020-01-24,130,1123126.26,123126.26,1665.08,4127,0.824
112,2018-11-26,2020-01-24,140,1130608.78,130608.78,1993.43,4160,0.86
112,2018-11-26,2020-01-24,150,1127440.76,127440.76,1693.47,4193,0.851
112,2018-11-26,2020-01-24,160,1115726.2,115726.2,1665.33,4161,0.785
113,2018-12-26,2020-02-24,10,1224133.25,224133.25,1322.73,3726,1.645
113,2018-12-26,2020-02-24,20,1223900.52,223900.52,1105.47,4943,1.626
113,2018-12-26,2020-02-24,30,1223762.02,223762.02,998.99,4834,1.639
113,2018-12-26,2020-02-24,40,1223892.48,223892.48,999.0,4690,1.612
113,2018-12-26,2020-02-24,50,1257516.05,257516.05,1461.39,4455,1.862
113,2018-12-26,2020-02-24,60,1253934.61,253934.61,1378.26,4518,1.764
113,2018-12-26,2020-02-24,70,1248418.28,248418.28,1711.57,4283,1.812
113,2018-12-26,2020-02-24,80,1228313.69,228313.69,2092.53,4317,1.678
113,2018-12-26,2020-02-24,90,1242714.63,242714.63,1971.24,4425,1.747
113,2018-12-26,2020-02-24,100,1234267.35,234267.35,2184.72,4456,1.684
113,2018-12-26,2020-02-24,110,1248481.47,248481.47,2433.14,4698,1.821
113,2018-12-26,2020-02-24,120,1279880.28,279880.28,2863.89,4627,1.891
113,2018-12-26,2020-02-24,130,1248943.36,248943.36,1920.49,4543,1.741
113,2018-12-26,2020-02-24,140,1236598.99,236598.99,2400.32,4699,1.689
113,2018-12-26,2020-02-24,150,1255602.41,255602.41,2127.15,4633,1.794
113,2018-12-26,2020-02-24,160,1258670.0,258670.0,2125.04,4544,1.806
114,2019-01-25,2020-03-23,10,1147354.14,147354.14,1221.52,4180,1.239
114,2019-01-25,2020-03-23,20,1142519.04,142519.04,1074.3,4900,1.149
114,2019-01-25,2020-03-23,30,1155361.84,155361.84,1074.31,4773,1.267
114,2019-01-25,2020-03-23,40,1131787.57,131787.57,1154.06,4776,1.073
114,2019-01-25,2020-03-23,50,1135853.85,135853.85,1180.73,4773,1.109
114,2019-01-25,2020-03-23,60,1128388.98,128388.98,1183.45,4739,1.05
114,2019-01-25,2020-03-23,70,1139403.42,139403.42,1110.89,4700,1.142
114,2019-01-25,2020-03-23,80,1131199.52,131199.52,1109.93,4531,1.086
114,2019-01-25,2020-03-23,90,1201293.72,201293.72,2330.61,4453,1.527
114,2019-01-25,2020-03-23,100,1172029.34,172029.34,2837.85,4268,1.305
114,2019-01-25,2020-03-23,110,1203508.04,203508.04,2777.36,4469,1.507
114,2019-01-25,2020-03-23,120,1163073.92,163073.92,2878.47,4561,1.271
114,2019-01-25,2020-03-23,130,1199043.23,199043.23,3356.26,4575,1.482
114,2019-01-25,2020-03-23,140,1243696.18,243696.18,4036.94,4596,1.87
114,2019-01-25,2020-03-23,150,1153479.63,153479.63,3610.91,4591,1.271
114,2019-01-25,2020-03-23,160,1156438.1,156438.1,3337.49,4716,1.268
115,2019-02-25,2020-04-21,10,1167084.51,167084.51,1459.47,4247,1.305
115,2019-02-25,2020-04-21,20,1123168.46,123168.46,1489.27,4925,0.973
115,2019-02-25,2020-04-21,30,1123718.31,123718.31,1543.17,4974,0.993
115,2019-02-25,2020-04-21,40,1124840.33,124840.33,1520.21,4621,0.971
115,2019-02-25,2020-04-21,50,1130433.35,130433.35,1065.49,4494,1.034
115,2019-02-25,2020-04-21,60,1126328.05,126328.05,1067.2,4536,0.998
115,2019-02-25,2020-04-21,70,1117032.37,117032.37,1225.99,4503,0.941
115,2019-02-25,2020-04-21,80,1114309.41,114309.41,1295.01,4377,0.929
115,2019-02-25,2020-04-21,90,1151411.0,151411.0,1509.32,4370,1.193
115,2019-02-25,2020-04-21,100,1145588.71,145588.71,1511.81,4378,1.169
115,2019-02-25,2020-04-21,110,1146380.53,146380.53,1682.48,4401,1.159
115,2019-02-25,2020-04-21,120,1145336.82,145336.82,1807.19,4431,1.149
115,2019-02-25,2020-04-21,130,1144949.08,144949.08,1763.35,4461,1.143
115,2019-02-25,2020-04-21,140,1157569.3,157569.3,1709.93,4454,1.216
115,2019-02-25,2020-04-21,150,1167914.07,167914.07,1693.35,4398,1.306
115,2019-02-25,2020-04-21,160,1160196.05,160196.05,1753.1,4459,1.263
116,2019-03-25,2020-05-19,10,728363.09,-271636.91,1328.55,4155,-0.927
116,2019-03-25,2020-05-19,20,728693.59,-271306.41,998.99,4045,-0.919
116,2019-03-25,2020-05-19,30,723983.4,-276016.6,998.98,4967,-0.947
116,2019-03-25,2020-05-19,40,719855.72,-280144.28,999.0,4874,-0.959
116,2019-03-25,2020-05-19,50,794824.91,-205175.09,1286.52,4731,-0.657
116,2019-03-25,2020-05-19,60,796793.12,-203206.88,999.0,4476,-0.637
116,2019-03-25,2020-05-19,70,796281.15,-203718.85,998.98,4426,-0.645
116,2019-03-25,2020-05-19,80,790629.17,-209370.83,998.98,4132,-0.662
116,2019-03-25,2020-05-19,90,790727.93,-209272.07,998.98,4147,-0.665
116,2019-03-25,2020-05-19,100,793321.84,-206678.16,998.98,4135,-0.655
116,2019-03-25,2020-05-19,110,788867.01,-211132.99,1047.23,4151,-0.667
116,2019-03-25,2020-05-19,120,799910.11,-200089.89,1050.2,4133,-0.624
116,2019-03-25,2020-05-19,130,788049.47,-211950.53,998.97,4128,-0.679
116,2019-03-25,2020-05-19,140,794308.91,-205691.09,998.97,4099,-0.65
116,2019-03-25,2020-05-19,150,795184.69,-204815.31,998.98,4318,-0.638
116,2019-03-25,2020-05-19,160,795152.62,-204847.38,998.99,4337,-0.636
117,2019-04-23,2020-06-17,10,870222.13,-129777.87,1135.18,4830,-0.203
117,2019-04-23,2020-06-17,20,854420.17,-145579.83,1108.09,4811,-0.277
117,2019-04-23,2020-06-17,30,895809.72,-104190.28,1107.58,4894,-0.151
117,2019-04-23,2020-06-17,40,872652.74,-127347.26,1107.96,4894,-0.219
117,2019-04-23,2020-06-17,50,881105.0,-118895.0,1076.43,4829,-0.194
117,2019-04-23,2020-06-17,60,950065.3,-49934.7,1294.51,4768,0.016
117,2019-04-23,2020-06-17,70,950997.7,-49002.3,1431.01,4692,0.018
117,2019-04-23,2020-06-17,80,933947.19,-66052.81,1542.01,4706,-0.033
117,2019-04-23,2020-06-17,90,964867.97,-35132.03,1417.31,4591,0.065
117,2019-04-23,2020-06-17,100,992392.99,-7607.01,1760.02,4677,0.141
117,2019-04-23,2020-06-17,110,975752.07,-24247.93,1678.1,4577,0.097
117,2019-04-23,2020-06-17,120,942663.19,-57336.81,1650.95,4737,-0.005
117,2019-04-23,2020-06-17,130,931669.64,-68330.36,1613.5,4663,-0.036
117,2019-04-23,2020-06-17,140,940259.69,-59740.31,1466.38,4626,-0.01
117,2019-04-23,2020-06-17,150,949501.8,-50498.2,1299.97,4671,0.018
117,2019-04-23,2020-06-17,160,966664.54,-33335.46,1549.38,4641,0.072
118,2019-05-21,2020-07-16,10,1041272.99,41272.99,1695.58,4177,0.29
118,2019-05-21,2020-07-16,20,921266.85,-78733.15,1197.97,5065,-0.046
118,2019-05-21,2020-07-16,30,924372.38,-75627.62,1187.38,4951,-0.044
118,2019-05-21,2020-07-16,40,948417.68,-51582.32,1140.34,4988,0.029
118,2019-05-21,2020-07-16,50,950549.1,-49450.9,1119.23,5028,0.031
118,2019-05-21,2020-07-16,60,947521.44,-52478.56,1075.81,5028,0.023
118,2019-05-21,2020-07-16,70,950556.37,-49443.63,1101.93,5028,0.033
118,2019-05-21,2020-07-16,80,940391.45,-59608.55,999.0,5020,0.001
118,2019-05-21,2020-07-16,90,956561.46,-43438.54,998.98,5020,0.053
118,2019-05-21,2020-07-16,100,949793.44,-50206.56,998.99,5020,0.029
118,2019-05-21,2020-07-16,110,941031.88,-58968.12,998.99,5020,0.006
118,2019-05-21,2020-07-16,120,924625.29,-75374.71,998.98,5020,-0.044
118,2019-05-21,2020-07-16,130,921355.55,-78644.45,998.98,5020,-0.048
118,2019-05-21,2020-07-16,140,926521.2,-73478.8,998.99,5020,-0.035
118,2019-05-21,2020-07-16,150,952589.28,-47410.72,998.98,5020,0.042
118,2019-05-21,2020-07-16,160,924735.82,-75264.18,998.97,5020,-0.04
119,2019-06-19,2020-08-13,10,1009921.18,9921.18,1186.49,4063,0.213
119,2019-06-19,2020-08-13,20,972869.05,-27130.95,1123.32,4681,0.112
119,2019-06-19,2020-08-13,30,977291.36,-22708.64,1124.93,4648,0.123
119,2019-06-19,2020-08-13,40,989555.15,-10444.85,1130.08,4556,0.155
119,2019-06-19,2020-08-13,50,972725.0,-27275.0,1093.57,4525,0.112
119,2019-06-19,2020-08-13,60,968987.38,-31012.62,998.99,4267,0.103
119,2019-06-19,2020-08-13,70,978880.6,-21119.4,998.99,4267,0.13
119,2019-06-19,2020-08-13,80,984982.14,-15017.86,998.98,4267,0.143
119,2019-06-19,2020-08-13,90,979729.14,-20270.86,998.98,4267,0.133
119,2019-06-19,2020-08-13,100,993297.09,-6702.91,998.99,4267,0.165
119,2019-06-19,2020-08-13,110,997715.47,-2284.53,998.99,4267,0.179
119,2019-06-19,2020-08-13,120,978568.33,-21431.67,998.99,4267,0.128
119,2019-06-19,2020-08-13,130,985598.05,-14401.95,999.0,4267,0.149
119,2019-06-19,2020-08-13,140,978555.69,-21444.31,999.0,4267,0.128
119,2019-06-19,2020-08-13,150,979481.25,-20518.75,998.98,4267,0.131
119,2019-06-19,2020-08-13,160,981445.12,-18554.88,998.98,4267,0.136
120,2019-07-18,2020-09-11,10,1085495.65,85495.65,1615.98,3596,0.41
120,2019-07-18,2020-09-11,20,1053303.18,53303.18,1304.73,4765,0.326
120,2019-07-18,2020-09-11,30,1053303.67,53303.67,1341.46,4577,0.325
120,2019-07-18,2020-09-11,40,1045047.71,45047.71,1267.37,4543,0.304
120,2019-07-18,2020-09-11,50,1052522.48,52522.48,1263.82,4552,0.323
120,2019-07-18,2020-09-11,60,1055401.0,55401.0,1200.52,4578,0.331
120,2019-07-18,2020-09-11,70,1067717.8,67717.8,1387.08,4556,0.363
120,2019-07-18,2020-09-11,80,1060465.69,60465.69,1340.75,4536,0.344
120,2019-07-18,2020-09-11,90,1090846.91,90846.91,1497.54,4452,0.424
120,2019-07-18,2020-09-11,100,1065624.71,65624.71,1542.51,4375,0.358
120,2019-07-18,2020-09-11,110,1040216.05,40216.05,1612.76,4449,0.29
120,2019-07-18,2020-09-11,120,1071030.31,71030.31,1590.11,4314,0.372
120,2019-07-18,2020-09-11,130,1069295.17,69295.17,1576.85,4343,0.368
120,2019-07-18,2020-09-11,140,1069969.57,69969.57,1650.76,4320,0.369
120,2019-07-18,2020-09-11,150,1080485.29,80485.29,1529.47,4377,0.396
120,2019-07-18,2020-09-11,160,1062723.26,62723.26,1753.77,4337,0.35
121,2019-08-15,2020-10-09,10,1142293.21,142293.21,1553.35,3543,0.552
121,2019-08-15,2020-10-09,20,1123578.04,123578.04,1327.79,4793,0.508
121,2019-08-15,2020-10-09,30,1122654.73,122654.73,1337.64,4715,0.508
121,2019-08-15,2020-10-09,40,1110411.54,110411.54,1247.16,4691,0.474
121,2019-08-15,2020-10-09,50,1122753.67,122753.67,1299.05,4617,0.507
121,2019-08-15,2020-10-09,60,1112558.77,112558.77,1246.89,4579,0.481
121,2019-08-15,2020-10-09,70,1122378.79,122378.79,1285.5,4725,0.506
121,2019-08-15,2020-10-09,80,1123892.24,123892.24,1202.09,4558,0.51
121,2019-08-15,2020-10-09,90,1129177.16,129177.16,1518.37,4518,0.522
121,2019-08-15,2020-10-09,100,1134219.96,134219.96,1558.29,4543,0.535
121,2019-08-15,2020-10-09,110,1131077.27,131077.27,1413.1,4539,0.526
121,2019-08-15,2020-10-09,120,1134588.19,134588.19,1409.16,4560,0.535
121,2019-08-15,2020-10-09,130,1123755.32,123755.32,1263.04,4557,0.509
121,2019-08-15,2020-10-09,140,1129712.64,129712.64,1207.48,4572,0.523
121,2019-08-15,2020-10-09,150,1128770.57,128770.57,1197.32,4623,0.522
121,2019-08-15,2020-10-09,160,1130565.03,130565.03,1249.48,4571,0.527
122,2019-09-13,2020-11-06,10,1121130.57,121130.57,1502.6,4544,0.5
122,2019-09-13,2020-11-06,20,998946.14,-1053.86,1201.41,5212,0.185
122,2019-09-13,2020-11-06,30,1024907.56,24907.56,1171.25,5085,0.252
122,2019-09-13,2020-11-06,40,1034236.02,34236.02,1167.51,4810,0.277
122,2019-09-13,2020-11-06,50,1112271.98,112271.98,1169.24,4580,0.477
122,2019-09-13,2020-11-06,60,1125345.06,125345.06,1188.74,4606,0.513
122,2019-09-13,2020-11-06,70,1113236.29,113236.29,1174.03,4619,0.48
122,2019-09-13,2020-11-06,80,1110562.94,110562.94,1199.81,4651,0.475
122,2019-09-13,2020-11-06,90,1121950.9,121950.9,1219.96,4640,0.505
122,2019-09-13,2020-11-06,100,1124758.55,124758.55,1214.47,4648,0.511
122,2019-09-13,2020-11-06,110,1108247.55,108247.55,1215.72,4789,0.469
122,2019-09-13,2020-11-06,120,1110037.93,110037.93,1208.1,4777,0.473
122,2019-09-13,2020-11-06,130,1111596.15,111596.15,1217.81,4747,0.478
122,2019-09-13,2020-11-06,140,1118405.29,118405.29,1203.53,4732,0.496
122,2019-09-13,2020-11-06,150,1123596.06,123596.06,1322.0,4732,0.509
122,2019-09-13,2020-11-06,160,1102587.91,102587.91,1311.69,4720,0.454
123,2019-10-11,2020-12-07,10,1201493.11,201493.11,1336.2,3785,0.684
123,2019-10-11,2020-12-07,20,1146258.82,146258.82,1315.81,5291,0.564
123,2019-10-11,2020-12-07,30,1143871.08,143871.08,1265.14,5076,0.557
123,2019-10-11,2020-12-07,40,1158758.55,158758.55,1265.68,5190,0.595
