window_idx,window_start,window_end,episode,end_total_asset,total_reward,total_cost,total_trades,sharpe
80,2016-05-12,2017-07-10,110,1188657.65,188657.65,1743.03,4187,1.791
80,2016-05-12,2017-07-10,120,1201482.37,201482.37,1547.7,3986,1.805
80,2016-05-12,2017-07-10,130,1189065.28,189065.28,1734.64,4201,1.811
80,2016-05-12,2017-07-10,140,1187631.71,187631.71,1729.37,4290,1.749
80,2016-05-12,2017-07-10,150,1192029.79,192029.79,1599.35,4353,1.798
80,2016-05-12,2017-07-10,160,1188228.5,188228.5,1692.05,4356,1.734
81,2016-06-10,2017-08-07,10,1249046.24,249046.24,1547.27,3921,2.181
81,2016-06-10,2017-08-07,20,1222240.02,222240.02,1180.01,5091,2.031
81,2016-06-10,2017-08-07,30,1218468.9,218468.9,1172.2,5118,2.019
81,2016-06-10,2017-08-07,40,1230629.41,230629.41,1313.58,5056,2.096
81,2016-06-10,2017-08-07,50,1231963.23,231963.23,1329.24,4916,2.168
81,2016-06-10,2017-08-07,60,1237750.41,237750.41,1312.26,5058,2.149
81,2016-06-10,2017-08-07,70,1245738.19,245738.19,1361.28,4771,2.199
81,2016-06-10,2017-08-07,80,1226584.24,226584.24,1303.62,4832,2.099
81,2016-06-10,2017-08-07,90,1243799.97,243799.97,1336.71,4872,2.162
81,2016-06-10,2017-08-07,100,1232325.92,232325.92,1215.31,4847,2.135
81,2016-06-10,2017-08-07,110,1230250.97,230250.97,1240.25,4837,2.154
81,2016-06-10,2017-08-07,120,1239335.64,239335.64,1325.99,4830,2.16
81,2016-06-10,2017-08-07,130,1235960.57,235960.57,1392.21,4784,2.144
81,2016-06-10,2017-08-07,140,1243590.46,243590.46,1412.06,4889,2.157
81,2016-06-10,2017-08-07,150,1265648.65,265648.65,1924.96,4837,2.188
81,2016-06-10,2017-08-07,160,1276606.46,276606.46,2046.83,4813,2.291
82,2016-07-11,2017-09-05,10,1235803.87,235803.87,1515.24,4248,2.384
82,2016-07-11,2017-09-05,20,1186741.25,186741.25,1177.55,5468,2.081
82,2016-07-11,2017-09-05,30,1192984.25,192984.25,1160.13,5189,2.148
82,2016-07-11,2017-09-05,40,1189564.86,189564.86,1150.31,4990,2.113
82,2016-07-11,2017-09-05,50,1203233.89,203233.89,1296.82,5046,2.248
82,2016-07-11,2017-09-05,60,1200967.49,200967.49,1324.67,5071,2.217
82,2016-07-11,2017-09-05,70,1211596.89,211596.89,1294.45,4513,2.221
82,2016-07-11,2017-09-05,80,1217811.12,217811.12,1248.23,4425,2.31
82,2016-07-11,2017-09-05,90,1195252.65,195252.65,1464.78,4454,2.282
82,2016-07-11,2017-09-05,100,1195429.48,195429.48,1390.14,4515,2.269
82,2016-07-11,2017-09-05,110,1184761.63,184761.63,1435.79,4429,2.182
82,2016-07-11,2017-09-05,120,1178634.88,178634.88,1427.43,4756,2.108
82,2016-07-11,2017-09-05,130,1179426.04,179426.04,1458.04,4761,2.098
82,2016-07-11,2017-09-05,140,1188260.25,188260.25,1435.41,4643,2.204
82,2016-07-11,2017-09-05,150,1201319.43,201319.43,1551.14,4936,2.302
82,2016-07-11,2017-09-05,160,1185541.41,185541.41,1646.78,4854,2.138
83,2016-08-08,2017-10-03,10,1261683.27,261683.27,1492.51,4244,2.7
83,2016-08-08,2017-10-03,20,1214174.77,214174.77,1154.68,5314,2.36
83,2016-08-08,2017-10-03,30,1219135.76,219135.76,1220.4,4981,2.431
83,2016-08-08,2017-10-03,40,1206649.86,206649.86,1248.52,4918,2.333
83,2016-08-08,2017-10-03,50,1211346.19,211346.19,1159.43,4752,2.367
83,2016-08-08,2017-10-03,60,1244608.96,244608.96,1318.73,4670,2.665
83,2016-08-08,2017-10-03,70,1234108.48,234108.48,1248.43,4637,2.539
83,2016-08-08,2017-10-03,80,1233428.56,233428.56,1505.4,4552,2.53
83,2016-08-08,2017-10-03,90,1271577.55,271577.55,1722.23,4686,2.77
83,2016-08-08,2017-10-03,100,1235651.97,235651.97,2087.28,4842,2.457
83,2016-08-08,2017-10-03,110,1267706.36,267706.36,2044.53,4666,2.727
83,2016-08-08,2017-10-03,120,1242927.98,242927.98,1918.82,4684,2.36
83,2016-08-08,2017-10-03,130,1260214.83,260214.83,2032.33,4523,2.495
83,2016-08-08,2017-10-03,140,1283542.82,283542.82,2057.43,4809,2.789
83,2016-08-08,2017-10-03,150,1250186.75,250186.75,1519.4,4714,2.617
83,2016-08-08,2017-10-03,160,1300326.57,300326.57,2122.93,4918,2.799
84,2016-09-06,2017-10-31,10,1300540.07,300540.07,1293.38,4301,2.959
84,2016-09-06,2017-10-31,20,1223817.3,223817.3,1219.17,5059,2.412
84,2016-09-06,2017-10-31,30,1229054.91,229054.91,1250.31,5051,2.427
84,2016-09-06,2017-10-31,40,1207535.31,207535.31,1160.72,4848,2.22
84,2016-09-06,2017-10-31,50,1211284.08,211284.08,1172.83,4793,2.353
84,2016-09-06,2017-10-31,60,1203270.12,203270.12,1171.07,4783,2.245
84,2016-09-06,2017-10-31,70,1280698.0,280698.0,1816.04,4325,2.791
84,2016-09-06,2017-10-31,80,1244193.09,244193.09,1798.81,4232,2.478
84,2016-09-06,2017-10-31,90,1203460.39,203460.39,2166.86,4479,2.186
84,2016-09-06,2017-10-31,100,1287918.54,287918.54,2565.94,4474,2.683
84,2016-09-06,2017-10-31,110,1289755.6,289755.6,2873.1,4563,2.949
84,2016-09-06,2017-10-31,120,1282641.07,282641.07,3476.34,4326,2.837
84,2016-09-06,2017-10-31,130,1262056.42,262056.42,2952.98,4473,2.477
84,2016-09-06,2017-10-31,140,1255870.5,255870.5,3190.7,4679,2.33
84,2016-09-06,2017-10-31,150,1236685.05,236685.05,3579.66,4707,2.323
84,2016-09-06,2017-10-31,160,1231396.9,231396.9,3064.46,4442,2.209
85,2016-10-04,2017-11-29,10,1347158.64,347158.64,1366.33,4088,3.72
85,2016-10-04,2017-11-29,20,1291218.14,291218.14,1262.5,5334,3.276
85,2016-10-04,2017-11-29,30,1315471.95,315471.95,1298.49,4888,3.478
85,2016-10-04,2017-11-29,40,1300930.33,300930.33,1484.0,4679,3.362
85,2016-10-04,2017-11-29,50,1315448.94,315448.94,1450.95,4341,3.468
85,2016-10-04,2017-11-29,60,1329436.21,329436.21,1462.56,3948,3.439
85,2016-10-04,2017-11-29,70,1323796.33,323796.33,1534.37,4011,3.332
85,2016-10-04,2017-11-29,80,1345771.4,345771.4,1498.17,3965,3.625
85,2016-10-04,2017-11-29,90,1329791.74,329791.74,1373.22,4088,3.462
85,2016-10-04,2017-11-29,100,1338907.18,338907.18,1546.83,4048,3.548
85,2016-10-04,2017-11-29,110,1331019.49,331019.49,1705.55,4089,3.432
85,2016-10-04,2017-11-29,120,1322670.79,322670.79,1964.77,4093,3.303
85,2016-10-04,2017-11-29,130,1338320.1,338320.1,1552.77,4064,3.471
85,2016-10-04,2017-11-29,140,1341414.01,341414.01,1468.15,4090,3.57
85,2016-10-04,2017-11-29,150,1331150.49,331150.49,1643.29,4251,3.473
85,2016-10-04,2017-11-29,160,1341223.21,341223.21,1666.85,4297,3.481
86,2016-11-01,2017-12-28,10,1393910.4,393910.4,1406.74,3961,4.263
86,2016-11-01,2017-12-28,20,1374927.29,374927.29,1270.83,4734,4.343
86,2016-11-01,2017-12-28,30,1370207.05,370207.05,1278.47,4872,4.25
86,2016-11-01,2017-12-28,40,1369093.87,369093.87,1428.43,4783,4.059
86,2016-11-01,2017-12-28,50,1380549.39,380549.39,1590.26,4554,4.054
86,2016-11-01,2017-12-28,60,1386929.25,386929.25,1524.37,3833,4.178
86,2016-11-01,2017-12-28,70,1387148.41,387148.41,1557.11,3854,4.13
86,2016-11-01,2017-12-28,80,1389614.14,389614.14,1493.13,3862,4.296
86,2016-11-01,2017-12-28,90,1394384.22,394384.22,1458.0,3766,4.852
86,2016-11-01,2017-12-28,100,1401149.72,401149.72,1479.02,3861,4.907
86,2016-11-01,2017-12-28,110,1385316.92,385316.92,1407.81,4014,4.82
86,2016-11-01,2017-12-28,120,1404354.85,404354.85,1563.04,4010,4.845
86,2016-11-01,2017-12-28,130,1385289.74,385289.74,1518.4,4277,4.777
86,2016-11-01,2017-12-28,140,1388191.53,388191.53,1576.69,4279,4.889
86,2016-11-01,2017-12-28,150,1403467.94,403467.94,1720.6,4199,4.984
86,2016-11-01,2017-12-28,160,1411192.0,411192.0,1978.05,4093,5.018
87,2016-11-30,2018-01-29,10,1338235.47,338235.47,1350.92,4042,3.959
87,2016-11-30,2018-01-29,20,1296131.33,296131.33,1195.28,5475,3.608
87,2016-11-30,2018-01-29,30,1294771.14,294771.14,1234.37,5132,3.588
87,2016-11-30,2018-01-29,40,1299420.46,299420.46,1250.54,5129,3.573
87,2016-11-30,2018-01-29,50,1325230.29,325230.29,1239.69,5100,3.829
87,2016-11-30,2018-01-29,60,1321637.37,321637.37,1324.78,4858,3.767
87,2016-11-30,2018-01-29,70,1307722.28,307722.28,1392.45,4948,3.626
87,2016-11-30,2018-01-29,80,1367264.03,367264.03,1651.09,4867,4.233
87,2016-11-30,2018-01-29,90,1324117.57,324117.57,1694.44,4837,3.569
87,2016-11-30,2018-01-29,100,1336618.52,336618.52,1663.28,4576,3.643
87,2016-11-30,2018-01-29,110,1341348.46,341348.46,1710.35,4559,3.845
87,2016-11-30,2018-01-29,120,1353979.96,353979.96,1856.12,4788,3.931
87,2016-11-30,2018-01-29,130,1356216.2,356216.2,1977.44,4611,3.769
87,2016-11-30,2018-01-29,140,1327172.25,327172.25,1840.43,4717,3.572
87,2016-11-30,2018-01-29,150,1350850.09,350850.09,1707.23,4712,3.886
87,2016-11-30,2018-01-29,160,1342550.83,342550.83,1704.82,4643,3.718
88,2016-12-29,2018-02-27,10,1346892.78,346892.78,1417.99,4028,3.886
88,2016-12-29,2018-02-27,20,1285857.06,285857.06,1152.65,5286,3.54
88,2016-12-29,2018-02-27,30,1281031.77,281031.77,1183.89,5073,3.474
88,2016-12-29,2018-02-27,40,1283850.52,283850.52,1212.15,4963,3.583
88,2016-12-29,2018-02-27,50,1324019.2,324019.2,1347.67,4914,4.024
88,2016-12-29,2018-02-27,60,1321234.49,321234.49,1256.39,4792,3.979
88,2016-12-29,2018-02-27,70,1324793.04,324793.04,1186.69,4805,3.982
88,2016-12-29,2018-02-27,80,1324477.74,324477.74,1205.85,4793,4.007
88,2016-12-29,2018-02-27,90,1291904.22,291904.22,1378.69,4612,3.502
88,2016-12-29,2018-02-27,100,1302897.83,302897.83,1275.88,4580,3.577
88,2016-12-29,2018-02-27,110,1313737.83,313737.83,1372.8,4571,3.708
88,2016-12-29,2018-02-27,120,1322793.72,322793.72,1406.75,4491,3.631
88,2016-12-29,2018-02-27,130,1340327.33,340327.33,1592.55,4603,3.89
88,2016-12-29,2018-02-27,140,1323821.19,323821.19,1307.95,4590,3.843
88,2016-12-29,2018-02-27,150,1298321.87,298321.87,1435.13,4523,3.312
88,2016-12-29,2018-02-27,160,1312734.47,312734.47,1481.0,4631,3.533
89,2017-01-30,2018-03-27,10,1428135.97,428135.97,1394.65,3997,4.419
89,2017-01-30,2018-03-27,20,1363342.12,363342.12,1215.34,5580,4.333
89,2017-01-30,2018-03-27,30,1383683.63,383683.63,1170.42,5589,4.574
89,2017-01-30,2018-03-27,40,1366555.39,366555.39,1262.68,5492,4.414
89,2017-01-30,2018-03-27,50,1371165.07,371165.07,1087.21,5472,4.364
89,2017-01-30,2018-03-27,60,1373190.94,373190.94,1162.14,5403,4.45
89,2017-01-30,2018-03-27,70,1378575.55,378575.55,1073.36,5407,4.53
89,2017-01-30,2018-03-27,80,1373382.62,373382.62,1242.34,5325,4.494
89,2017-01-30,2018-03-27,90,1348617.67,348617.67,1373.43,5215,4.04
89,2017-01-30,2018-03-27,100,1375010.9,375010.9,1355.02,5247,4.399
89,2017-01-30,2018-03-27,110,1363833.27,363833.27,1384.68,5274,4.229
89,2017-01-30,2018-03-27,120,1371565.94,371565.94,1326.92,5292,4.2
89,2017-01-30,2018-03-27,130,1372052.56,372052.56,1463.93,5272,4.115
89,2017-01-30,2018-03-27,140,1362015.31,362015.31,1324.21,5379,4.2
89,2017-01-30,2018-03-27,150,1370004.61,370004.61,1341.45,5441,4.178
89,2017-01-30,2018-03-27,160,1395387.8,395387.8,1492.07,5596,4.392
90,2017-02-28,2018-04-25,10,1276157.62,276157.62,1367.45,4842,2.271
90,2017-02-28,2018-04-25,20,1239165.59,239165.59,1151.97,5646,2.041
90,2017-02-28,2018-04-25,30,1264710.27,264710.27,1118.82,5306,2.218
90,2017-02-28,2018-04-25,40,1271894.61,271894.61,1261.0,5157,2.247
90,2017-02-28,2018-04-25,50,1298925.86,298925.86,1360.52,4779,2.41
90,2017-02-28,2018-04-25,60,1299588.43,299588.43,1284.33,4849,2.419
90,2017-02-28,2018-04-25,70,1313469.16,313469.16,1055.23,4755,2.499
90,2017-02-28,2018-04-25,80,1288658.66,288658.66,1054.08,4634,2.354
90,2017-02-28,2018-04-25,90,1285576.18,285576.18,1150.57,4648,2.339
90,2017-02-28,2018-04-25,100,1284952.55,284952.55,1126.82,4697,2.352
90,2017-02-28,2018-04-25,110,1284418.33,284418.33,1182.65,4946,2.329
90,2017-02-28,2018-04-25,120,1282865.66,282865.66,1469.47,5087,2.311
90,2017-02-28,2018-04-25,130,1289382.72,289382.72,1455.37,5110,2.336
90,2017-02-28,2018-04-25,140,1274760.8,274760.8,1378.57,5113,2.262
90,2017-02-28,2018-04-25,150,1287820.79,287820.79,1387.19,5066,2.331
90,2017-02-28,2018-04-25,160,1292641.8,292641.8,1437.4,4906,2.341
91,2017-03-28,2018-05-23,10,1223145.44,223145.44,1458.26,3848,1.634
91,2017-03-28,2018-05-23,20,1184964.03,184964.03,1166.51,4945,1.435
91,2017-03-28,2018-05-23,30,1198390.52,198390.52,1151.16,4711,1.515
91,2017-03-28,2018-05-23,40,1173330.63,173330.63,1148.51,4562,1.36
91,2017-03-28,2018-05-23,50,1195988.73,195988.73,1076.29,4528,1.517
91,2017-03-28,2018-05-23,60,1195495.3,195495.3,998.99,4518,1.511
91,2017-03-28,2018-05-23,70,1197773.51,197773.51,998.99,4518,1.506
91,2017-03-28,2018-05-23,80,1197295.44,197295.44,998.99,4518,1.511
91,2017-03-28,2018-05-23,90,1181580.06,181580.06,998.99,4518,1.408
91,2017-03-28,2018-05-23,100,1195772.14,195772.14,999.0,4518,1.506
91,2017-03-28,2018-05-23,110,1186274.1,186274.1,998.99,4518,1.447
91,2017-03-28,2018-05-23,120,1196450.91,196450.91,999.0,4518,1.498
91,2017-03-28,2018-05-23,130,1191810.47,191810.47,998.99,4518,1.477
91,2017-03-28,2018-05-23,140,1185529.78,185529.78,998.98,4518,1.451
91,2017-03-28,2018-05-23,150,1195382.36,195382.36,998.98,4518,1.5
91,2017-03-28,2018-05-23,160,1201901.53,201901.53,999.0,4518,1.535
92,2017-04-26,2018-06-21,10,1229953.88,229953.88,1209.99,4023,1.583
92,2017-04-26,2018-06-21,20,1220712.81,220712.81,1035.38,4528,1.539
92,2017-04-26,2018-06-21,30,1224859.21,224859.21,1035.92,4538,1.568
92,2017-04-26,2018-06-21,40,1219083.28,219083.28,1059.3,4569,1.552
92,2017-04-26,2018-06-21,50,1208124.13,208124.13,1167.84,4337,1.502
92,2017-04-26,2018-06-21,60,1217290.85,217290.85,1104.04,4464,1.544
92,2017-04-26,2018-06-21,70,1218625.56,218625.56,1102.23,4495,1.549
92,2017-04-26,2018-06-21,80,1219775.98,219775.98,1320.05,4330,1.541
92,2017-04-26,2018-06-21,90,1210600.27,210600.27,1321.76,4272,1.497
92,2017-04-26,2018-06-21,100,1238658.73,238658.73,1591.44,4291,1.653
92,2017-04-26,2018-06-21,110,1249781.44,249781.44,2495.81,4094,1.671
92,2017-04-26,2018-06-21,120,1249489.61,249489.61,2244.77,4262,1.667
92,2017-04-26,2018-06-21,130,1240128.17,240128.17,2475.42,4133,1.637
92,2017-04-26,2018-06-21,140,1228169.25,228169.25,2084.63,4156,1.575
92,2017-04-26,2018-06-21,150,1231788.13,231788.13,1925.76,4289,1.581
92,2017-04-26,2018-06-21,160,1227190.74,227190.74,1700.28,4438,1.572
93,2017-05-24,2018-07-20,10,1257957.83,257957.83,1523.67,4499,1.781
93,2017-05-24,2018-07-20,20,1272878.04,272878.04,1139.31,4566,1.845
93,2017-05-24,2018-07-20,30,1246985.83,246985.83,1112.04,4857,1.669
93,2017-05-24,2018-07-20,40,1263755.23,263755.23,1143.37,4544,1.822
93,2017-05-24,2018-07-20,50,1267049.15,267049.15,1250.26,4410,1.852
93,2017-05-24,2018-07-20,60,1281430.43,281430.43,1378.9,4407,1.925
93,2017-05-24,2018-07-20,70,1284560.77,284560.77,1355.53,4406,1.957
93,2017-05-24,2018-07-20,80,1302988.5,302988.5,1105.66,4346,2.045
93,2017-05-24,2018-07-20,90,1304446.61,304446.61,1183.87,4324,2.044
93,2017-05-24,2018-07-20,100,1307328.14,307328.14,1176.7,4476,2.082
93,2017-05-24,2018-07-20,110,1303836.45,303836.45,1204.74,4482,2.047
93,2017-05-24,2018-07-20,120,1293619.24,293619.24,1261.7,4774,2.0
93,2017-05-24,2018-07-20,130,1316984.4,316984.4,1294.06,4704,2.1
93,2017-05-24,2018-07-20,140,1305155.4,305155.4,1356.82,4687,2.06
93,2017-05-24,2018-07-20,150,1298848.95,298848.95,1898.16,4701,2.069
93,2017-05-24,2018-07-20,160,1343784.92,343784.92,1885.73,4691,2.249
94,2017-06-22,2018-08-17,10,1231752.95,231752.95,1199.05,3829,1.538
94,2017-06-22,2018-08-17,20,1209213.88,209213.88,1033.88,4027,1.416
94,2017-06-22,2018-08-17,30,1217259.41,217259.41,1034.39,4028,1.449
94,2017-06-22,2018-08-17,40,1212097.0,212097.0,1033.08,4027,1.431
94,2017-06-22,2018-08-17,50,1206047.87,206047.87,998.99,4016,1.385
94,2017-06-22,2018-08-17,60,1214224.88,214224.88,999.0,4016,1.428
94,2017-06-22,2018-08-17,70,1207551.36,207551.36,999.0,4016,1.402
94,2017-06-22,2018-08-17,80,1219126.1,219126.1,998.98,4016,1.455
94,2017-06-22,2018-08-17,90,1205726.87,205726.87,998.99,4016,1.383
94,2017-06-22,2018-08-17,100,1208733.1,208733.1,999.0,4016,1.402
94,2017-06-22,2018-08-17,110,1208408.16,208408.16,998.99,4016,1.417
94,2017-06-22,2018-08-17,120,1201171.19,201171.19,999.0,4016,1.368
94,2017-06-22,2018-08-17,130,1216933.14,216933.14,998.99,4016,1.437
94,2017-06-22,2018-08-17,140,1223556.45,223556.45,999.0,4016,1.48
94,2017-06-22,2018-08-17,150,1212043.04,212043.04,998.99,4016,1.424
94,2017-06-22,2018-08-17,160,1218379.08,218379.08,999.0,4016,1.456
95,2017-07-21,2018-09-17,10,1230066.77,230066.77,1647.14,3893,1.518
95,2017-07-21,2018-09-17,20,1233557.23,233557.23,1374.71,4199,1.536
95,2017-07-21,2018-09-17,30,1248824.0,248824.0,1372.71,4540,1.605
95,2017-07-21,2018-09-17,40,1234730.67,234730.67,1398.21,4323,1.585
95,2017-07-21,2018-09-17,50,1244093.2,244093.2,1402.02,4318,1.616
95,2017-07-21,2018-09-17,60,1243218.69,243218.69,1342.09,4304,1.602
95,2017-07-21,2018-09-17,70,1230434.41,230434.41,1347.39,4307,1.538
95,2017-07-21,2018-09-17,80,1236282.93,236282.93,1370.44,4307,1.564
95,2017-07-21,2018-09-17,90,1228938.22,228938.22,1350.8,4305,1.531
95,2017-07-21,2018-09-17,100,1246041.97,246041.97,1384.9,4307,1.628
95,2017-07-21,2018-09-17,110,1260805.58,260805.58,1355.6,4305,1.717
95,2017-07-21,2018-09-17,120,1237741.18,237741.18,1360.98,4347,1.571
95,2017-07-21,2018-09-17,130,1234706.2,234706.2,1382.27,4341,1.554
95,2017-07-21,2018-09-17,140,1242396.92,242396.92,1269.75,4333,1.618
95,2017-07-21,2018-09-17,150,1252154.45,252154.45,1256.65,4337,1.634
95,2017-07-21,2018-09-17,160,1245752.45,245752.45,1299.89,4249,1.591
96,2017-08-18,2018-10-15,10,1244014.89,244014.89,1436.67,4132,1.62
96,2017-08-18,2018-10-15,20,1207606.63,207606.63,1104.34,5317,1.399
96,2017-08-18,2018-10-15,30,1214194.54,214194.54,1078.69,5280,1.451
96,2017-08-18,2018-10-15,40,1219586.91,219586.91,1167.42,5254,1.454
96,2017-08-18,2018-10-15,50,1211021.0,211021.0,1104.99,5237,1.422
96,2017-08-18,2018-10-15,60,1215511.04,215511.04,1114.91,5258,1.448
96,2017-08-18,2018-10-15,70,1217908.85,217908.85,998.98,5215,1.465
96,2017-08-18,2018-10-15,80,1214705.61,214705.61,998.99,5245,1.432
96,2017-08-18,2018-10-15,90,1223153.08,223153.08,998.98,5243,1.492
96,2017-08-18,2018-10-15,100,1224254.13,224254.13,1409.28,5177,1.486
96,2017-08-18,2018-10-15,110,1254983.84,254983.84,1590.73,5269,1.665
96,2017-08-18,2018-10-15,120,1257310.28,257310.28,1819.56,5227,1.691
96,2017-08-18,2018-10-15,130,1247543.83,247543.83,1815.59,5263,1.6
96,2017-08-18,2018-10-15,140,1263986.3,263986.3,1892.27,5287,1.678
96,2017-08-18,2018-10-15,150,1235212.66,235212.66,2182.32,5289,1.544
96,2017-08-18,2018-10-15,160,1245995.71,245995.71,2155.21,5257,1.613
97,2017-09-18,2018-11-12,10,1211376.68,211376.68,1542.73,4029,1.434
97,2017-09-18,2018-11-12,20,1197362.82,197362.82,1311.56,4383,1.347
97,2017-09-18,2018-11-12,30,1195241.38,195241.38,1277.17,4557,1.344
97,2017-09-18,2018-11-12,40,1190699.07,190699.07,1177.92,4358,1.31
97,2017-09-18,2018-11-12,50,1188895.49,188895.49,1143.79,4209,1.305
97,2017-09-18,2018-11-12,60,1193433.53,193433.53,1091.1,4257,1.327
97,2017-09-18,2018-11-12,70,1205768.1,205768.1,1047.34,4292,1.383
97,2017-09-18,2018-11-12,80,1208521.34,208521.34,1094.78,4303,1.414
97,2017-09-18,2018-11-12,90,1196784.38,196784.38,1072.22,4233,1.343
97,2017-09-18,2018-11-12,100,1209073.76,209073.76,1095.86,4280,1.403
97,2017-09-18,2018-11-12,110,1203441.39,203441.39,1097.32,4297,1.389
97,2017-09-18,2018-11-12,120,1201046.64,201046.64,1074.2,4307,1.356
97,2017-09-18,2018-11-12,130,1200065.13,200065.13,1097.29,4309,1.356
97,2017-09-18,2018-11-12,140,1204270.05,204270.05,1094.44,4297,1.4
97,2017-09-18,2018-11-12,150,1205617.17,205617.17,1103.47,4311,1.384
97,2017-09-18,2018-11-12,160,1206115.71,206115.71,1102.58,4282,1.388
98,2017-10-16,2018-12-12,10,1138976.67,138976.67,1134.25,4125,0.952
98,2017-10-16,2018-12-12,20,1073891.89,73891.89,1367.3,4366,0.558
98,2017-10-16,2018-12-12,30,1118371.77,118371.77,1489.0,4677,0.824
98,2017-10-16,2018-12-12,40,1074933.4,74933.4,1186.9,4400,0.584
98,2017-10-16,2018-12-12,50,1075340.52,75340.52,1088.11,4072,0.582
98,2017-10-16,2018-12-12,60,1076939.62,76939.62,1131.62,4186,0.593
98,2017-10-16,2018-12-12,70,1116479.3,116479.3,1680.31,4236,0.85
98,2017-10-16,2018-12-12,80,1120253.05,120253.05,1875.25,4122,0.876
98,2017-10-16,2018-12-12,90,1112967.52,112967.52,1702.91,4000,0.833
98,2017-10-16,2018-12-12,100,1110778.02,110778.02,1833.65,4163,0.82
98,2017-10-16,2018-12-12,110,1109820.96,109820.96,1855.93,4223,0.825
98,2017-10-16,2018-12-12,120,1105008.15,105008.15,1907.51,4249,0.79
98,2017-10-16,2018-12-12,130,1104044.21,104044.21,2048.72,4336,0.777
98,2017-10-16,2018-12-12,140,1097669.15,97669.15,2407.34,4345,0.732
98,2017-10-16,2018-12-12,150,1067285.57,67285.57,3091.57,4331,0.539
98,2017-10-16,2018-12-12,160,1095673.94,95673.94,3050.05,4342,0.714
99,2017-11-13,2019-01-11,10,1168832.79,168832.79,1467.0,3972,1.038
99,2017-11-13,2019-01-11,20,1118027.02,118027.02,1193.55,4522,0.756
99,2017-11-13,2019-01-11,30,1146006.21,146006.21,1343.42,4292,0.94
99,2017-11-13,2019-01-11,40,1113226.24,113226.24,1193.48,4441,0.769
99,2017-11-13,2019-01-11,50,1142567.35,142567.35,1249.86,4416,0.908
99,2017-11-13,2019-01-11,60,1141263.53,141263.53,1312.38,4464,0.91
99,2017-11-13,2019-01-11,70,1155171.51,155171.51,1251.61,4462,0.973
99,2017-11-13,2019-01-11,80,1126089.4,126089.4,1600.5,4436,0.819
99,2017-11-13,2019-01-11,90,1128083.86,128083.86,2095.15,4395,0.855
99,2017-11-13,2019-01-11,100,1124509.31,124509.31,1918.79,4450,0.852
99,2017-11-13,2019-01-11,110,1111253.62,111253.62,2754.75,4541,0.773
99,2017-11-13,2019-01-11,120,1075645.25,75645.25,2781.2,4563,0.529
99,2017-11-13,2019-01-11,130,1144381.57,144381.57,2507.61,4493,0.916
99,2017-11-13,2019-01-11,140,1126285.43,126285.43,2261.04,4550,0.827
99,2017-11-13,2019-01-11,150,1139248.04,139248.04,2440.43,4515,0.916
99,2017-11-13,2019-01-11,160,1127644.92,127644.92,2630.57,4535,0.858
100,2017-12-12,2019-02-11,10,1046269.42,46269.42,1268.6,4592,0.351
100,2017-12-12,2019-02-11,20,1036368.71,36368.71,1176.38,4361,0.291
100,2017-12-12,2019-02-11,30,1035096.96,35096.96,1111.91,4316,0.286
100,2017-12-12,2019-02-11,40,1032251.43,32251.43,1114.68,4288,0.271
100,2017-12-12,2019-02-11,50,1036394.31,36394.31,998.98,4267,0.29
100,2017-12-12,2019-02-11,60,1032873.74,32873.74,999.0,4267,0.271
100,2017-12-12,2019-02-11,70,1036409.68,36409.68,999.0,4267,0.293
100,2017-12-12,2019-02-11,80,1034879.39,34879.39,998.98,4267,0.284
100,2017-12-12,2019-02-11,90,1037445.11,37445.11,998.98,4267,0.298
100,2017-12-12,2019-02-11,100,1035977.87,35977.87,999.0,4267,0.289
100,2017-12-12,2019-02-11,110,1042875.27,42875.27,998.98,4267,0.328
100,2017-12-12,2019-02-11,120,1038197.89,38197.89,999.0,4267,0.302
100,2017-12-12,2019-02-11,130,1033746.89,33746.89,999.0,4267,0.277
100,2017-12-12,2019-02-11,140,1037490.46,37490.46,998.97,4267,0.299
100,2017-12-12,2019-02-11,150,1031164.28,31164.28,998.99,4267,0.263
100,2017-12-12,2019-02-11,160,1036151.9,36151.9,998.99,4267,0.292
101,2018-01-11,2019-03-12,10,986520.38,-13479.62,1271.9,3767,0.025
101,2018-01-11,2019-03-12,20,965296.11,-34703.89,1171.11,5011,-0.082
101,2018-01-11,2019-03-12,30,968900.36,-31099.64,1080.33,5007,-0.065
101,2018-01-11,2019-03-12,40,974902.1,-25097.9,1092.54,4828,-0.033
101,2018-01-11,2019-03-12,50,970213.3,-29786.7,999.0,4889,-0.054
101,2018-01-11,2019-03-12,60,956762.27,-43237.73,1259.66,4858,-0.134
101,2018-01-11,2019-03-12,70,973532.02,-26467.98,1273.61,4833,-0.049
101,2018-01-11,2019-03-12,80,963603.89,-36396.11,1236.76,4886,-0.105
101,2018-01-11,2019-03-12,90,982101.26,-17898.74,1374.85,4883,-0.001
101,2018-01-11,2019-03-12,100,948854.11,-51145.89,1420.89,4860,-0.193
101,2018-01-11,2019-03-12,110,947614.68,-52385.32,1402.51,4825,-0.201
101,2018-01-11,2019-03-12,120,963390.61,-36609.39,1463.75,4894,-0.104
101,2018-01-11,2019-03-12,130,971428.08,-28571.92,1704.69,4919,-0.064
101,2018-01-11,2019-03-12,140,956778.69,-43221.31,2146.71,4935,-0.138
101,2018-01-11,2019-03-12,150,978231.02,-21768.98,1469.78,4861,-0.021
