window_name,window_numeric_id,step,avgR,stdR,expR,objC,objA,rec_path
ddpg_window_1972,1972,20992.0,23.524980545043945,0.0,0.06359974294900894,0.40785124004469253,-0.04156916806823574,checkpoints\ddpg_window_1972\recorder.npy
ddpg_window_1992,1992,20992.0,34.27667999267578,0.0,0.08822222054004669,0.5148422534839483,1.2394137508235872,checkpoints\ddpg_window_1992\recorder.npy
ddpg_window_2012,2012,20992.0,22.941057205200195,0.0,0.07224825024604797,0.46213225509563927,-0.11823781743441941,checkpoints\ddpg_window_2012\recorder.npy
ddpg_window_2032,2032,20992.0,25.4948673248291,0.0,0.05074013024568558,0.49617019909783266,0.661341461171105,checkpoints\ddpg_window_2032\recorder.npy
ddpg_window_2052,2052,20992.0,30.690780639648438,0.0,0.07227130234241486,0.41812860338541213,2.2396364926244132,checkpoints\ddpg_window_2052\recorder.npy
ddpg_window_2072,2072,20992.0,13.613974571228027,0.0,0.035016611218452454,0.5480744047090411,1.6500574113451876,checkpoints\ddpg_window_2072\recorder.npy
ddpg_window_2092,2092,20992.0,15.647364616394043,1.1680077705022995e-06,0.015044331550598145,0.6884439972054679,-3.4347684858366847,checkpoints\ddpg_window_2092\recorder.npy
ddpg_window_2112,2112,20992.0,13.910027503967285,0.0,0.02223232015967369,0.530168948796927,0.07214760831993772,checkpoints\ddpg_window_2112\recorder.npy
ddpg_window_2132,2132,20992.0,20.7462158203125,0.0,0.05125433951616287,0.5466178540955298,1.47212804434821,checkpoints\ddpg_window_2132\recorder.npy
ddpg_window_2152,2152,20992.0,18.63005828857422,0.0,0.03526051342487335,0.5190286870492855,-2.149272277834825,checkpoints\ddpg_window_2152\recorder.npy
ddpg_window_2172,2172,20992.0,21.6805419921875,0.0,0.045390818268060684,0.4181710881530307,1.2023956335469848,checkpoints\ddpg_window_2172\recorder.npy
ddpg_window_2192,2192,20992.0,19.23127555847168,0.0,0.04613238200545311,0.42362650658469647,0.13389947543328162,checkpoints\ddpg_window_2192\recorder.npy
ddpg_window_2212,2212,20992.0,15.50219440460205,0.0,0.005390152335166931,0.5198783579689916,0.08901056530885398,checkpoints\ddpg_window_2212\recorder.npy
ddpg_window_2232,2232,20992.0,2.6503803730010986,0.0,-0.06499607115983963,0.4942733113275608,-1.2385033910322818,checkpoints\ddpg_window_2232\recorder.npy
ddpg_window_2252,2252,20992.0,2.4746878147125244,0.0,-0.020536497235298157,0.4207277263049036,-1.7460303216357715,checkpoints\ddpg_window_2252\recorder.npy
ddpg_window_2272,2272,20992.0,2.6595757007598877,0.0,-0.027878792956471443,0.45125242264475673,-3.400587795302272,checkpoints\ddpg_window_2272\recorder.npy
ddpg_window_2292,2292,20992.0,-10.225558280944824,0.0,-0.06504308432340622,0.41926743467047345,-3.9958648597821593,checkpoints\ddpg_window_2292\recorder.npy
ddpg_window_2312,2312,20992.0,0.4459823668003082,0.0,-0.04020361229777336,0.45484649116406217,-2.283742534345947,checkpoints\ddpg_window_2312\recorder.npy
ddpg_window_2332,2332,20992.0,1.6072521209716797,0.0,-0.03503589704632759,0.3271190110317548,-1.9603416613535956,checkpoints\ddpg_window_2332\recorder.npy
