date,account_value
2013-08-09,986963.7675835555
2013-08-12,984896.7813066924
2013-08-13,990234.9606801437
2013-08-14,982754.3773003925
2013-08-15,964645.6381690752
2013-08-16,965115.1192258819
2013-08-19,1000000.0
2013-08-20,1000024.537731743
2013-08-21,998116.7054269791
2013-08-22,1001391.1535764694
2013-08-23,1001610.3729618072
2013-08-26,1003422.8944005966
2013-08-27,988299.8059041976
2013-08-28,988981.4137208938
2013-08-29,992704.589228012
2013-08-30,993178.9784596595
2013-09-03,998973.0656286849
2013-09-04,1003949.2793568687
2013-09-05,1004378.2470172996
2013-09-06,1002341.1101539001
2013-09-09,1012316.0670402831
2013-09-10,1024460.0878760451
2013-09-11,1030640.4959419136
2013-09-12,1030612.0194153327
2013-09-13,1035904.1720032233
2013-09-16,1046996.0404724616
2013-09-17,1000000.0
2013-09-18,1001449.71715641
2013-09-19,1000732.5945892332
2013-09-20,996508.8572885512
2013-09-23,994973.5462446212
2013-09-24,992715.3708492278
2013-09-25,989834.5990379333
2013-09-26,993402.1334989547
2013-09-27,987409.974334587
2013-09-30,978851.5522042197
2013-10-01,984565.7292104606
2013-10-02,981325.7680858497
2013-10-03,970455.9790369339
2013-10-04,976527.4721868037
2013-10-07,966682.6632245998
2013-10-08,956350.3168257598
2013-10-09,953949.7027558594
2013-10-10,975964.6990708045
2013-10-11,981280.7396439246
2013-10-14,987244.468998783
2013-10-15,1000000.0
2013-10-16,1002405.1813106539
2013-10-17,1001018.9630306247
2013-10-18,999528.9267421727
2013-10-21,998199.6437530522
2013-10-22,1003651.5579433446
2013-10-23,1003081.0176870809
2013-10-24,1009491.0046068921
2013-10-25,1013867.0421312605
2013-10-28,1014394.325451821
2013-10-29,1022014.9161044852
2013-10-30,1018395.828209027
2013-10-31,1013864.7476897398
2013-11-01,1019192.9937528273
2013-11-04,1020949.6342023512
2013-11-05,1021640.2394822584
2013-11-06,1030040.0409202391
2013-11-07,1020163.3610707136
2013-11-08,1028966.322141728
2013-11-11,1029186.2542160307
2013-11-12,1000000.0
2013-11-13,1000965.9141708374
2013-11-14,1001853.1509510041
2013-11-15,1003826.4565038682
2013-11-18,1004668.7558557511
2013-11-19,1003285.4549474716
2013-11-20,999418.7328613282
2013-11-21,1004918.9567118455
2013-11-22,1009292.8073449155
2013-11-25,1008744.6242233716
2013-11-26,1008122.9217919675
2013-11-27,1008666.5477068998
2013-11-29,1009149.3213704206
2013-12-02,1006472.1199146176
2013-12-03,999313.7620696736
2013-12-04,998839.8881719018
2013-12-05,993211.220603695
2013-12-06,1005657.0207288171
2013-12-09,1004600.3187361852
2013-12-10,1004293.9085971013
2013-12-11,1000000.0
2013-12-12,998796.5545135499
2013-12-13,998575.2464246751
2013-12-16,1002646.0853721619
2013-12-17,1000928.7817741396
2013-12-18,1016374.8859672549
2013-12-19,1017835.295298241
2013-12-20,1023373.6062228931
2013-12-23,1027043.5619264453
2013-12-24,1028737.593365208
2013-12-26,1036649.2247025035
2013-12-27,1036515.2239773372
2013-12-30,1038246.6813908599
2013-12-31,1040590.0028078731
2014-01-02,1036528.8219559672
2014-01-03,1036771.5956051829
2014-01-06,1033218.1096032145
2014-01-07,1041004.2502968791
2014-01-08,1037602.884093571
2014-01-09,1040418.8428471568
2014-01-10,1000000.0
2014-01-13,998222.3870197296
2014-01-14,999773.3428174971
2014-01-15,1002977.8749940868
2014-01-16,999713.0542041775
2014-01-17,1001104.2687126156
2014-01-21,999725.4141162869
2014-01-22,1005068.4424039838
2014-01-23,993099.7403466795
2014-01-24,973408.9401634404
2014-01-27,966056.828146015
2014-01-28,975126.7542356603
2014-01-29,959468.445881397
2014-01-30,969255.9069490907
2014-01-31,961682.972707216
2014-02-03,940730.7148927781
2014-02-04,946340.9191206835
2014-02-05,946332.0256741197
2014-02-06,956452.7632241342
2014-02-07,963986.5468850229
2014-02-10,1000000.0
2014-02-11,1001824.187028122
2014-02-12,1000814.7240009307
2014-02-13,1003876.7004165649
2014-02-14,1008469.6861877441
2014-02-18,1008957.9636901857
2014-02-19,1001548.6400381166
2014-02-20,1006225.4849871179
2014-02-21,1005347.2889969808
2014-02-24,1012768.7553753034
2014-02-25,1010897.0423604986
2014-02-26,1010590.0095569936
2014-02-27,1017376.3327719099
2014-02-28,1017440.9011598722
2014-03-03,1009209.4682027055
2014-03-04,1023873.7591453096
2014-03-05,1021780.3626431676
2014-03-06,1022629.2393608553
2014-03-07,1017837.022172249
2014-03-10,1017099.8182273523
2014-03-11,1000000.0
2014-03-12,1000059.684502983
2014-03-13,996554.8646642684
2014-03-14,995492.9901000976
2014-03-17,999892.5128128052
2014-03-18,1004594.3224782945
2014-03-19,999514.9226600648
2014-03-20,1005096.1984237671
2014-03-21,998381.2970445633
2014-03-24,998386.2262086488
2014-03-25,999770.2771068955
2014-03-26,994158.889749794
2014-03-27,995454.2596265641
2014-03-28,998609.5589078027
2014-03-31,1009861.1102610894
2014-04-01,1017828.4888812581
2014-04-02,1017745.8344759236
2014-04-03,1014415.6685055027
2014-04-04,1001647.5785257702
2014-04-07,993675.264377821
2014-04-08,1000000.0
2014-04-09,1002107.5268278125
2014-04-10,995139.8951950078
2014-04-11,989514.2432783131
2014-04-14,995300.6825658802
2014-04-15,999971.6695880895
2014-04-16,1009401.6654799199
2014-04-17,1007550.6511003118
2014-04-21,1009142.0397615896
2014-04-22,1015638.1793991857
2014-04-23,1011702.6745456853
2014-04-24,1013829.4741410947
2014-04-25,1003659.4170038038
2014-04-28,1001861.0530435377
2014-04-29,1008416.6707422071
2014-04-30,1010727.1602670484
2014-05-01,1010837.2197839551
2014-05-02,1011146.7167398267
2014-05-05,1011461.513233357
2014-05-06,1002050.3022805982
2014-05-07,1000000.0
2014-05-08,999827.4957540511
2014-05-09,1000578.280354881
2014-05-12,1004098.2051097867
2014-05-13,1004047.8072834013
2014-05-14,1001049.7395120618
2014-05-15,992040.7523965833
2014-05-16,994713.6570063436
2014-05-19,997090.2280779683
2014-05-20,992471.1624346578
2014-05-21,1000100.3517542684
2014-05-22,1004364.6521845663
2014-05-23,1006937.4149332845
2014-05-27,1014204.6430598104
2014-05-28,1011107.0344057882
2014-05-29,1015712.7479830587
2014-05-30,1015537.9751559102
2014-06-02,1016687.3656283224
2014-06-03,1015914.536677387
2014-06-04,1018904.2237043645
2014-06-05,1000000.0
2014-06-06,1000084.8541894911
2014-06-09,999719.3561325074
2014-06-10,1000095.5665803911
2014-06-11,997270.0378042223
2014-06-12,993137.116186142
2014-06-13,994247.3964319229
2014-06-16,995004.7404953004
2014-06-17,998763.3654258728
2014-06-18,1002905.8499677659
2014-06-19,1005272.1859921189
2014-06-20,1005598.2158935586
2014-06-23,1004588.5663221474
2014-06-24,999237.710391285
2014-06-25,1001303.8192902947
2014-06-26,999653.6895856247
2014-06-27,1002617.264414444
2014-06-30,1001566.1061897088
2014-07-01,1010890.9447958833
2014-07-02,1010570.0073578607
2014-07-03,1000000.0
2014-07-07,999159.2624563216
2014-07-08,997299.489130974
2014-07-09,999112.4251882557
2014-07-10,996662.218031693
2014-07-11,997430.0906276708
2014-07-14,1000410.7812526708
2014-07-15,998039.3806119924
2014-07-16,998222.7138235098
2014-07-17,989878.6184389463
2014-07-18,998207.9040482679
2014-07-21,996776.7351944566
2014-07-22,998086.1239775607
2014-07-23,997058.4303560663
2014-07-24,998199.8027259584
2014-07-25,992195.5426535403
2014-07-28,991159.1846276461
2014-07-29,987232.3251575304
2014-07-30,991359.4698795152
2014-07-31,973616.3376543109
2014-08-01,1000000.0
2014-08-04,1000914.9544818879
2014-08-05,998348.0315019609
2014-08-06,998472.4080287935
2014-08-07,995556.3342597964
2014-08-08,1004917.3079854967
2014-08-11,1005955.3786350252
2014-08-12,1003630.4326133844
2014-08-13,1009119.5542926905
2014-08-14,1015711.5323009607
2014-08-15,1013141.1722850916
2014-08-18,1022664.8470217402
2014-08-19,1028731.38013435
2014-08-20,1031675.9676593363
2014-08-21,1036455.9685095331
2014-08-22,1037585.7670439264
2014-08-25,1042868.7110417235
2014-08-26,1045477.253148657
2014-08-27,1047179.6460668013
2014-08-28,1044953.7315263198
2014-08-29,1000000.0
2014-09-02,999272.3829124449
2014-09-03,999056.1566253661
2014-09-04,998387.6291740414
2014-09-05,1000393.4934131621
2014-09-08,1000588.7393249508
2014-09-09,994265.4562063215
2014-09-10,997626.6719097135
2014-09-11,997298.7653379438
2014-09-12,991163.8100192487
2014-09-15,991926.7066481817
2014-09-16,998224.4455791109
2014-09-17,1000735.6286302984
2014-09-18,1007126.7115797956
2014-09-19,1010881.5220606345
2014-09-22,1003687.4668798788
2014-09-23,996235.6824880865
2014-09-24,1008204.3211181944
2014-09-25,992126.2928627356
2014-09-26,1000970.1206637227
2014-09-29,1000000.0
2014-09-30,999517.845764923
2014-10-01,996512.7263628006
2014-10-02,995528.6388093946
2014-10-03,1002184.919429588
2014-10-06,999976.1761726375
2014-10-07,990483.8646800991
2014-10-08,1004652.6956295009
2014-10-09,990275.5604463572
2014-10-10,984542.0673320461
2014-10-13,967760.1022975612
2014-10-14,966905.435213821
2014-10-15,951672.4955852199
2014-10-16,952752.0593593288
2014-10-17,973102.6778667141
2014-10-20,985020.9052455593
2014-10-21,1005843.1038997341
2014-10-22,995278.4824702907
2014-10-23,1006841.000170486
2014-10-24,1015498.8145778347
2014-10-27,1000000.0
2014-10-28,1002174.1598331452
2014-10-29,1001908.6829601286
2014-10-30,1006113.3541891098
2014-10-31,1011688.3358879089
2014-11-03,1011486.3001897811
2014-11-04,1011650.3764320372
2014-11-05,1011690.5610168456
2014-11-06,1018193.1293104247
2014-11-07,1017187.5490363616
2014-11-10,1022606.5291200046
2014-11-11,1022649.6429843826
2014-11-12,1021136.1183854293
2014-11-13,1022978.0238766364
