date,account_value,window_id,compounded_account_value
2023-03-28,970358.0122244222,186,1983205.1560567098
2023-03-29,977963.8407156332,186,1998749.8499633174
2023-03-30,1000000.0,187,1998749.8499633174
2023-03-31,1004227.678081894,187,2007199.920895196
2023-04-03,1012409.665193558,187,2023553.6664070364
2023-04-04,1004231.8789501956,187,2007208.3173800837
2023-04-05,1005163.3258833544,187,2009070.0467979836
2023-04-06,1006322.4360708848,187,2011386.8181114013
2023-04-10,1010844.6950544968,187,2020425.6825763907
2023-04-11,1015075.0459799424,187,2028881.0958539175
2023-04-12,1014580.607087578,187,2027892.836191988
2023-04-13,1024395.9010023728,187,2047511.15343153
2023-04-14,1023117.2488264696,187,2044955.4475867883
2023-04-17,1025709.531758751,187,2050136.7727087482
2023-04-18,1024921.3628744736,187,2048561.4202695529
2023-04-19,1023072.9838957444,187,2044866.9730631425
2023-04-20,1019745.1450209277,187,2038215.4556114003
2023-04-21,1021398.4592680588,187,2041520.0172147958
2023-04-24,1025132.6012739792,187,2048983.6329888713
2023-04-25,1015347.8831686632,187,2029426.4291439378
2023-04-26,1008265.8205923692,187,2015271.1576321388
2023-04-27,1023722.9016966478,187,2046165.9961701867
2023-04-28,1000000.0,188,2046165.9961701867
2023-05-01,999118.410337067,188,2044362.117379318
2023-05-02,991775.5289356234,188,2029337.3631417735
2023-05-03,983802.0553005678,188,2013022.3125183634
2023-05-04,974958.5073088,188,1994926.945332109
2023-05-05,989222.8038938828,188,2024114.0639637918
2023-05-08,986558.5507505724,188,2018662.5597767604
2023-05-09,986208.9803236314,188,2017947.2806558874
2023-05-10,986007.469077904,188,2017534.955197034
2023-05-11,980592.1514128038,188,2006454.3163322462
2023-05-12,981287.4769666978,188,2007877.0678368923
2023-05-15,982812.749267418,188,2010998.0281535264
2023-05-16,972676.6694486924,188,1990257.926293983
2023-05-17,985876.4028776475,188,2017266.771994822
2023-05-18,989116.2979353258,188,2023896.135093003
2023-05-19,985571.5432661364,188,2016642.9786241422
2023-05-22,981804.1547315904,188,2008934.276310393
2023-05-23,975084.3724745105,188,1995184.486354288
2023-05-24,966151.0489729234,188,1976905.4235725529
2023-05-25,966861.1457975694,188,1978358.3995491317
2023-05-26,1000000.0,189,1978358.3995491317
2023-05-30,998501.2241680144,189,1975393.2837928818
2023-05-31,993118.8451396942,189,1964745.0090326474
2023-06-01,999251.3380676268,189,1976877.2779267984
2023-06-02,1021487.1599060058,189,2020867.7028316336
2023-06-05,1016857.5626617433,189,2011708.7002369175
2023-06-06,1014272.0073181152,189,2006593.5451053518
2023-06-07,1017393.8263946532,189,2012769.6220972931
2023-06-08,1021106.762109375,189,2020115.1396554993
2023-06-09,1022078.621697998,189,2022037.8262358338
2023-06-12,1027233.5315185548,189,2032236.0853782506
2023-06-13,1033678.5515838624,189,2044986.6449597147
2023-06-14,1022363.0758148192,189,2022600.5784271334
2023-06-15,1037526.9576507568,189,2052600.171427031
2023-06-16,1033352.1782165528,189,2044340.9614671087
2023-06-20,1028263.6415344238,189,2034274.0121806047
2023-06-21,1027222.6962524414,189,2032214.6493385236
2023-06-22,1026520.643258667,189,2030825.7369013615
2023-06-23,1018864.5623260498,189,2015679.2648806903
