date,window_seq,account_value,strategy_compounded,Close,benchmark_continuous,benchmark_window_value,benchmark_compounded,equal_weight_window_value,equal_weight_compounded
2014-11-11,47,1022649.6429843826,1292116.4548476392,17614.900390625,1463012.132897682,1047387.5494510663,1397956.5336388934,1046227.3522045142,1666850.6529007647
2014-11-12,47,1021136.1183854291,1290204.1185430791,17612.19921875,1462787.7860584417,1047226.9369169014,1397742.1628058262,1046607.3285456445,1667456.0316561235
2014-11-13,47,1022978.0238766364,1292531.363665385,17652.7890625,1466158.990695527,1049640.4218662991,1400963.4604578922,1050605.5992194868,1673826.0812147828
2014-11-14,47,1019469.9343572578,1288098.8972540738,17634.740234375,1464659.9385325348,1048567.2328364953,1399531.0664822045,1050558.9139609567,1673751.7022057679
2014-11-17,47,1021040.3651009196,1290083.1343962904,17647.75,1465740.469476988,1049340.7976160129,1400563.5495762478,1051214.2304970522,1674795.7532848623
2014-11-18,47,1024444.1962263756,1294383.8704664554,17687.8203125,1469068.524252007,1051723.3910729394,1403743.6161064077,1054663.9949115638,1680291.9220234887
2014-11-19,47,1024196.4259480836,1294070.8130515334,17685.73046875,1468894.9514985816,1051599.128302472,1403577.7615934778,1053210.8706709,1677976.8027674374
2014-11-20,47,1025602.5836580066,1295847.4914355401,17719.0,1471658.1648460994,1053577.3451549425,1406218.1034376358,1054734.6854576205,1680404.5462849366
2014-11-21,47,1028519.0488240796,1299532.4412684815,17810.060546875,1479221.2325871652,1058991.8340778456,1413444.865079069,1058340.338716482,1686149.0773144525
2014-11-24,48,1000000.0,1299532.4412684815,17817.900390625,1479872.3737387992,1000000.0,1413444.865079069,1000000.0,1686149.0773144525
2014-11-25,48,999864.2619703292,1299356.0452954106,17814.939453125,1479626.4519685258,999833.8223115469,1413209.9820786344,999640.6496049579,1685543.1589774196
2014-11-26,48,1000615.1361566545,1300331.8306598512,17827.75,1480690.4367252693,1000552.7929306522,1414226.2074083514,1002699.4183526818,1690700.6990791126
2014-11-28,48,1002651.0904970173,1302977.6193740938,17828.240234375,1480731.1533244373,1000580.3065189118,1414265.096348397,1006038.4292340149,1696330.7691958155
2014-12-01,48,1001157.5590230944,1301036.7267716757,17776.80078125,1476458.8303272803,997693.352837654,1410184.5464919019,1001228.3950900746,1688220.3345621596
2014-12-02,48,1004417.9438663486,1305273.7026465046,17879.55078125,1484992.769964841,1003460.0255514638,1418335.420427828,1006151.9985910892,1696522.2640624573
2014-12-03,48,1004974.6840599064,1305997.204589391,17912.619140625,1487739.2749071224,1005315.9321762646,1420958.642116719,1006013.0134919387,1696287.9144657643
2014-12-04,48,1003228.5886625292,1303728.0969749498,17900.099609375,1486699.460561837,1004613.2943246921,1419965.5022534037,1005123.884656189,1694788.7106997513
2014-12-05,48,1007661.779162659,1309489.1718481916,17958.7890625,1491573.9350176053,1007907.142187703,1424621.174601728,1007884.203043729,1699443.019001996
2014-12-08,48,1002191.7724187928,1302380.7206305803,17852.48046875,1482744.4350466423,1001940.7493232589,1416188.007244435,1000155.6640191773,1686411.5500567595
2014-12-09,48,998326.475156151,1297357.6414426311,17801.19921875,1478485.251669137,999062.6745290491,1412120.0072052456,995156.5253249514,1677982.2569601233
2014-12-10,48,981648.4045683672,1275683.9476560403,17533.150390625,1456222.3561057542,984018.8802408042,1390856.4334172201,980240.964701544,1652832.3981773371
2014-12-11,48,986114.6057087348,1281487.9209271783,17596.33984375,1461470.5797427294,987565.2831131789,1395869.07834668,983299.4076268997,1657989.3888939447
2014-12-12,48,974998.4841274036,1267042.1603111536,17280.830078125,1435265.7982838035,969857.8227105489,1370840.5593669915,968761.0468180369,1633475.545230416
2014-12-15,48,968835.3409923328,1259032.955866948,17180.83984375,1426961.0720112799,964246.0372485754,1362908.6100218396,961707.9177694399,1621582.9181929445
2014-12-16,48,959595.8026508105,1247025.8760497957,17068.869140625,1417661.3034308034,957961.8679205263,1354026.2831538212,953753.7765810605,1608171.0503673297
2014-12-17,48,979410.8955942042,1272776.2321564863,17356.869140625,1441581.2510280537,974125.3885198182,1376872.52834649,972142.1962242218,1639176.667181917
2014-12-18,48,1001180.3896944028,1301066.3959696968,17778.150390625,1476570.9226381371,997769.0974172852,1410291.6072790392,996556.9973953181,1680343.6616493769
2014-12-19,48,1003901.7488032706,1304602.8904160121,17804.80078125,1478784.380788124,999264.8062292518,1412405.7092189668,997356.4929867038,1681691.7304031088
2014-12-22,48,1008245.3931837714,1310247.5972018065,17959.439453125,1491627.9534539517,1007943.6442789,1424672.768295095,1004086.0285918185,1693038.7306544278
2014-12-23,49,1000000.0,1310247.5972018065,18024.169921875,1497004.1667193875,1000000.0,1424672.768295095,1000000.0,1693038.7306544278
2014-12-24,49,1000201.1192180632,1310511.1131740247,18030.2109375,1497505.9055290548,1000335.1619326262,1425150.2643734766,1000714.7593937762,1694248.84599119
2014-12-26,49,1001063.6769630428,1311641.2773868323,18053.7109375,1499457.7068086914,1001638.9667736735,1427007.7596256882,1003860.0213479773,1699573.8962977063
2014-12-29,49,1001224.521059227,1311852.0229773817,18038.23046875,1498171.9706931326,1000780.094003549,1425784.1469786617,1002860.5162720898,1697881.695492743
2014-12-30,49,998131.4452621458,1307799.327846293,17983.0703125,1493590.6233078684,997719.7502268817,1421424.1585384225,998200.3797512479,1689991.9038728205
2014-12-31,49,990522.9225522996,1297830.2792474616,17823.0703125,1480301.7635316183,988842.7810963468,1408777.382353153,988469.0822960682,1673516.4403816825
2015-01-02,49,989112.664252472,1295982.4916986786,17832.990234375,1481125.6663490448,989393.1488479825,1409561.4763014563,987883.5172322581,1672525.056049334
2015-01-05,49,973453.641787487,1275465.2951394028,17501.650390625,1453606.111837305,971010.0640687011,1383371.5960191542,971462.8208766112,1644724.1811349075
2015-01-06,49,963681.289109188,1262661.093523653,17371.640625,1442808.1021814689,963796.9848429436,1373095.3184706622,965352.3348384133,1634378.8916091155
2015-01-07,49,979163.234030487,1282946.2746567957,17584.51953125,1460488.8392719547,975607.7315887142,1389921.7677325914,977600.2049941089,1655115.0101507343
2015-01-08,49,995866.1463505554,1304831.2253904378,17907.869140625,1487344.761882515,993547.5097186666,1415480.0811035905,995756.4832992095,1685854.2925258107
2015-01-09,49,986194.7884904804,1292159.3519925957,17737.369140625,1473183.8206834483,984087.9894889403,1402003.3602311632,986834.9965745565,1670749.8699659535
2015-01-12,49,981267.5943395556,1285703.5076953997,17640.83984375,1465166.543867999,978732.4420604928,1394373.457650541,981238.1627088959,1661274.2134623518
2015-01-13,49,981369.8342916432,1285837.4673469607,17613.6796875,1462910.7469435786,977225.5678816693,1392226.655042724,980671.2603521595,1660314.425815898
2015-01-14,49,971016.102028078,1272271.5145265535,17427.08984375,1447413.457760665,966873.3661126689,1377478.155090533,971354.9635654351,1644541.5745297023
2015-01-15,49,962950.3537485064,1261703.38722361,17320.7109375,1438578.1179587457,960971.3519444106,1369069.7162269235,961990.9858012473,1628687.9975019454
2015-01-16,49,976113.092376894,1278949.8338840501,17511.5703125,1454430.0146547314,971560.4318203367,1384155.689967457,973138.8760863948,1647561.8075197863
2015-01-20,49,974361.6444475116,1276655.0034429529,17515.23046875,1454734.0102995152,971763.5011581128,1384444.9973230625,974183.1354587718,1649329.7790820696
2015-01-21,49,977181.8022787035,1280350.1084650022,17554.279296875,1457977.2253081403,973929.9714196703,1387531.5085080245,976147.194065806,1652655.0063730534
2015-01-22,49,996402.9018613758,1305534.508008775,17813.98046875,1479546.8031629822,988338.4669565335,1408058.899731495,990573.2479621278,1677078.8743500346
2015-01-23,50,1000000.0,1305534.508008775,17672.599609375,1467804.3630674814,1000000.0,1408058.899731495,1000000.0,1677078.8743500346
2015-01-26,50,999957.3422533034,1305478.8168484287,17678.69921875,1468310.968402946,1000345.144999028,1408544.8842190742,1000272.0075019094,1677535.0523851516
2015-01-27,50,994442.619343376,1298279.1557874118,17387.2109375,1444101.3003032494,983851.347386176,1385320.6456999278,979196.8414391679,1642190.336607909
2015-01-28,50,989776.0679286956,1292186.8118821494,17191.369140625,1427835.586696995,972769.6841785113,1369717.0111965484,970169.0754025397,1627050.0609053052
2015-01-29,50,1001417.9067436216,1307385.6341917112,17416.849609375,1446562.9512688818,985528.4448438288,1387682.097700893,984518.0846432233,1651114.481170709
2015-01-30,50,984098.8910682676,1284775.0615827919,17164.94921875,1425641.2702151428,971274.7189521738,1367612.0121048149,965145.2879917114,1618624.7731693794
2015-02-02,50,993929.915777397,1297609.8035896472,17361.0390625,1441927.5854472711,982370.4178354313,1383235.4096661264,976942.2777153448,1638409.2554158093
2015-02-03,50,1007401.3942181777,1315197.2835679827,17666.400390625,1467289.4846381627,999649.2186273087,1407564.978897817,991203.1984563788,1662325.9443193777
2015-02-04,50,1010190.706502924,1318838.827009332,17673.01953125,1467839.2398356933,1000023.7611830903,1408092.3568768133,990967.75358391,1661931.0846976861
2015-02-05,50,1020378.9039793108,1332139.8703891626,17884.880859375,1485435.4615948384,1012011.8858963674,1424972.3425704343,1000619.7610341265,1678118.2624875135
2015-02-06,50,1016821.988951746,1327496.1950786219,17824.2890625,1480402.9872681953,1008583.3129521324,1420144.7099229256,997415.8881047438,1672745.114881544
2015-02-09,50,1009710.427080942,1318211.8056504477,17729.2109375,1472506.238074984,1003203.339031965,1412569.3897643106,991939.3252993401,1663560.48709655
2015-02-10,50,1019536.4537848834,1331040.022589059,17868.759765625,1484096.5181305662,1011099.677499961,1423687.8994194644,1002591.4502960398,1681424.9408954512
2015-02-11,50,1020187.900215187,1331890.5083839395,17862.140625,1483546.7629330356,1010725.1349441794,1423160.521440468,1002708.7912540466,1681621.7309372204
2015-02-12,50,1030633.6818372,1345527.8367546012,17972.380859375,1492702.8067849753,1016963.053349603,1431943.8779670235,1010645.0158346478,1694931.405523444
2015-02-13,50,1035027.9896262244,1351264.7572119844,18019.349609375,1496603.8138638237,1019620.7693075361,1435686.0985745497,1014064.9168075211,1700666.849197419
2015-02-17,50,1034065.9306502684,1350008.7560201343,18047.580078125,1498948.505992802,1021218.1839139884,1437935.352427726,1014764.6506984478,1701840.3581235588
2015-02-18,50,1036211.550149475,1352809.9363174052,18029.849609375,1497475.8952866402,1020214.9094019243,1436522.6828221404,1015720.3876608538,1703443.2043926455
2015-02-19,50,1032989.0305457456,1348602.8257720016,17985.76953125,1493814.8079295822,1017720.6482802264,1433010.6162514794,1012735.8397007069,1698437.8820591986
2015-02-20,50,1042903.4759497984,1361546.4763747614,18140.439453125,1506660.9760758348,1026472.6103737347,1445333.8943673563,1020891.1754909368,1712115.023426224
2015-02-23,51,1000000.0,1361546.4763747614,18116.83984375,1504700.9017023433,1000000.0,1445333.8943673563,1000000.0,1712115.023426224
2015-02-24,51,1000608.5901498796,1362375.1001488864,18209.189453125,1512371.0330109422,1005097.4458112716,1452701.405573088,1004475.1057783372,1719776.9192607366
2015-02-25,51,1000514.6370546342,1362247.1786431102,18224.5703125,1513648.496032646,1005946.4271737856,1453928.467112016,1005174.9888753494,1720975.1996257734
2015-02-26,51,1002453.9229690554,1364887.606546574,18214.419921875,1512805.4515470848,1005386.153378105,1453118.6844049927,1010526.2617005742,1730137.194224293
2015-02-27,51,998605.9122079852,1359648.3610537867,18132.69921875,1506018.1080180556,1000875.3941160147,1446599.131154162,1005256.339035135,1721114.4804565003
2015-03-02,51,1006268.2832605364,1370081.0353610634,18288.630859375,1518969.0686864697,1009482.3941209739,1459039.1199901495,1012770.5522750563,1733979.6778337979
2015-03-03,51,1002603.7839675448,1365091.6492610131,18203.369140625,1511887.624781777,1004776.1804829804,1452237.0699050238,1007791.3778145893,1725454.758435772
2015-03-04,51,996805.3305834656,1357196.785487497,18096.900390625,1503044.8229736355,998899.39673271,1443743.1551608907,1000990.4471291711,1713810.7828359872
2015-03-05,51,1000024.6593481676,1361580.0512233688,18135.720703125,1506269.0585316522,1001042.1717881175,1446840.180576476,1002431.4621909298,1716277.9663722077
2015-03-06,51,983045.9902290574,1338462.8041107112,17856.779296875,1483101.475822613,985645.3692190299,1424586.6599584913,986520.8949774697,1689037.24521481
2015-03-09,51,992135.7748256074,1350838.9682991495,17995.720703125,1494641.3062274335,993314.5547639874,1435671.1937688107,993430.9757888871,1700868.098385127
2015-03-10,51,972618.0862251932,1324264.7281582756,17662.939453125,1467002.0351810881,974945.9401010498,1409122.4124038937,975208.3705205728,1669668.9021392802
2015-03-11,51,970449.882860428,1321312.6185069156,17635.390625,1464713.9569688812,973425.3201495243,1406924.6088475024,972123.9393969815,1664388.001273856
2015-03-12,51,986602.0856344758,1343304.593279611,17895.220703125,1486294.2411804765,987767.2296859514,1427653.4568104509,983712.3806026818,1684228.745560227
2015-03-13,51,980468.9735930024,1334954.0761903315,17749.310546875,1474175.61864087,979713.3882043015,1416012.9667371605,977458.512095964,1673521.4033353436
2015-03-16,51,999713.3406971168,1361156.1764110008,17977.419921875,1493121.3280035143,992304.4017015419,1434211.185309159,992736.725926931,1699679.4627664604
2015-03-17,51,995534.91521587,1355467.0559202146,17849.080078125,1482462.0143328917,985220.3934055655,1423972.4280110048,988810.7533596697,1692957.7461524932
2015-03-18,51,1007031.9929419596,1371120.8615867787,18076.189453125,1501324.6683219343,997756.209638348,1442090.868105806,1001326.5341214989,1714386.20242473
2015-03-19,51,1003832.7715712624,1366764.9730023632,17959.029296875,1491593.887773373,991289.2895098677,1432744.0092519468,997368.699019069,1707609.9334856158
2015-03-20,51,1012621.9279242592,1378731.8178650928,18127.650390625,1505598.7757118836,1000596.7126147957,1446196.343334717,1007607.8462746792,1725140.5313290195
2015-03-23,52,1000000.0,1378731.8178650928,18116.0390625,1504634.3925164514,1000000.0,1446196.343334717,1000000.0,1725140.5313290195
2015-03-24,52,999165.3422054292,1377581.0486066889,18011.140625,1495922.0135996684,994209.6372646304,1437822.3419202438,994266.5999471414,1715249.610515509
2015-03-25,52,992351.881508064,1368187.1135534581,17718.5390625,1471619.8815098298,978058.1175262079,1414464.0731352388,977117.3941499852,1685664.8205147325
2015-03-26,52,990770.5125688552,1366006.8298811875,17678.23046875,1468272.03619657,975833.0950689845,1411246.2537937646,974742.2105705979,1681567.2950525843
2015-03-27,52,993857.7426734924,1370263.2922555218,17712.66015625,1471131.6067548676,977733.6036393855,1413994.762338755,978290.4858695944,1687688.5685871968
2015-03-30,52,1005044.2644001008,1385686.505691236,17976.310546875,1493029.188448425,992287.0272501103,1435041.8703475862,990523.6139626272,1708792.4336854273
2015-03-31,52,992262.6119308472,1368064.0347469822,17776.119140625,1476402.216410509,981236.5208143854,1419060.6683482442,980729.025270523,1691895.3917449815
2015-04-01,52,988153.7773681526,1362399.0538010513,17698.1796875,1469928.9260129104,976934.2860457303,1412838.7921576477,975482.6347403254,1682844.6307981568
2015-04-02,52,989198.5443020058,1363839.507215008,17763.240234375,1475332.5540403356,980525.6089972068,1418032.5502778068,978371.2342970797,1687827.8709722927
2015-04-06,52,993626.0800880088,1369943.8916779065,17880.849609375,1485100.644620007,987017.6117244172,1427421.2608828177,984852.2182068304,1699008.4789978948
2015-04-07,52,995431.7337455654,1372433.4038276244,17875.419921875,1484649.679896155,986717.8945797773,1426987.8110442045,984973.1845648987,1699217.1629651256
2015-04-08,52,1001394.4074311734,1380654.331757519,17902.509765625,1486899.6369896191,988213.2459453014,1429150.3827210262,987397.4432980496,1703399.3499641125
2015-04-09,52,1003937.657126032,1384160.7910325965,17958.73046875,1491569.0684918086,991316.6121353962,1433638.45955717,989574.6515292745,1707155.340128942
2015-04-10,52,1009045.7422251796,1391203.4704871536,18057.650390625,1499784.899559774,996776.9625758942,1441535.1983975442,994287.8848701707,1715286.3299989332
2015-04-13,52,1006067.7699052448,1387097.645296938,17977.0390625,1493089.6955858339,992327.2410972149,1435100.02746622,989841.6397889293,1707615.9323970613
2015-04-14,52,1008598.3596029568,1390586.6498311353,18036.69921875,1498044.7921523054,995620.4640828893,1439862.6745058885,991989.5161979097,1711321.321046479
2015-04-15,52,1012194.9351373558,1395545.3629557663,18112.609375,1504349.5385398022,999810.6822640331,1445922.5527172333,998198.2544015817,1722032.2669700445
2015-04-16,52,1015059.73975951,1399495.1602402972,18105.76953125,1503781.4527617698,999433.1249113247,1445376.5306543473,999116.0385776313,1723615.5736511599
2015-04-17,52,997753.7784097272,1375634.880688608,17826.30078125,1480570.0713205577,984006.5325400102,1423066.649176837,982600.1256514083,1695123.3028502318
2015-04-20,52,1007842.5707852916,1389544.6197406335,18034.9296875,1497897.823073237,995522.786481075,1439721.4135153189,994293.6121692958,1715296.210394789
2015-04-21,53,1000000.0,1389544.6197406335,17949.58984375,1490809.8904674817,1000000.0,1439721.4135153189,1000000.0,1715296.210394789
2015-04-22,53,1000826.0539848328,1390692.4586108732,18038.26953125,1498175.215043664,1004940.4854524226,1446834.3362143326,1006147.2922123362,1725840.6374307987
2015-04-23,53,1001133.9376855852,1391120.2767507597,18058.689453125,1499871.199283907,1006078.1115515567,1448472.2008698299,1007405.9605307253,1727999.6264274754
2015-04-24,53,1001208.4551561356,1391223.8221010396,18080.140625,1501652.8343781764,1007273.1902169596,1450192.7812152458,1010720.0210870218,1733684.2219407097
2015-04-27,53,994898.5592826843,1382455.9402389617,18037.970703125,1498150.3957620997,1004923.8372656059,1446810.3674632765,1006933.994219297,1727190.0644020485
2015-04-28,53,998112.3728082658,1386921.6775322831,18110.140625,1504144.4955862232,1008944.5375993316,1452599.0558310694,1011711.1407935808,1735384.285817418
2015-04-29,53,997367.2721556856,1385886.326929325,18035.529296875,1497947.6238538928,1004787.8226674312,1446614.5443337336,1011714.6671678041,1735390.3345937596
2015-04-30,53,985286.8955130082,1369100.1045610523,17840.51953125,1481751.014913955,993923.5206236214,1430972.9760383624,1001372.9410419072,1717651.2109610678
2015-05-01,53,995842.8773047164,1383768.1122658006,18024.060546875,1496995.0825378997,1004148.8804910454,1445694.645600393,1011018.8880787574,1734196.867359046
2015-05-04,53,998422.9806256944,1387353.2809538404,18070.400390625,1500843.855573194,1006730.5463760814,1449411.5252576212,1012316.5769133858,1736422.7880993555
2015-05-05,53,991507.1156039848,1377743.3779220714,17928.19921875,1489033.2841165357,998808.2944966318,1438005.6895835155,1005212.1606098312,1724236.6097368014
2015-05-06,53,988311.8813892022,1373303.4574101092,17841.98046875,1481872.353623826,994004.9117591693,1431090.156599081,1000921.7520852585,1716877.2882535562
2015-05-07,53,992581.5718514044,1379236.38281982,17924.060546875,1488689.5451777433,998577.7225498058,1437673.7302143143,1004831.2333441613,1723583.2066415618
2015-05-08,53,1007125.842956997,1399446.2964826452,18191.109375,1510869.3853675248,1013455.4345448788,1459093.4907577345,1017781.4329575243,1745796.6349622195
2015-05-11,53,1002903.3058225632,1393578.8927258379,18105.169921875,1503731.651981114,1008667.6118774476,1452200.3599393198,1013320.3351359656,1738144.5307746995
2015-05-12,53,1001276.1021438373,1391317.820608842,18068.23046875,1500663.6319011797,1006609.6566012237,1449237.4776600834,1010717.3898007853,1733679.7085053998
2015-05-13,53,1002521.2507342608,1393048.0101334425,18060.490234375,1500020.7638434004,1006178.4359191704,1448616.6400101807,1013334.5818843684,1738168.9681682452
2015-05-14,53,1013414.6303619862,1408184.8471859407,18252.240234375,1515946.6317315002,1016861.131271497,1463996.7452629858,1024652.2453730786,1757582.1134609533
2015-05-15,53,1014919.6708489496,1410276.1680970928,18272.560546875,1517634.3428778881,1017993.2079750255,1465626.6203347978,1025924.2753286946,1759764.02162333
2015-05-18,53,1017733.799860096,1414186.525923787,18298.880859375,1519820.3862658856,1019459.5541550284,1467737.7503297743,1028029.9145337252,1763375.8165721777
2015-05-19,54,1000000.0,1414186.525923787,18312.390625,1520942.4448971397,1000000.0,1467737.7503297743,1000000.0,1763375.8165721777
2015-05-20,54,999405.6330825804,1413345.9802377173,18285.400390625,1518700.76089753,998526.121743048,1465574.4835726556,998342.4567312931,1760452.9448572178
2015-05-21,54,999516.6459852218,1413502.9731888364,18285.740234375,1518728.9867471524,998544.6798743679,1465601.7220425694,999263.7277305502,1762077.4918578172
2015-05-22,54,997984.536643982,1411336.284802213,18232.01953125,1514267.193678967,995611.1085987714,1461296.0087380935,997081.0909279697,1758228.6829037864
2015-05-26,54,987349.9290784836,1396296.9660745983,18041.5390625,1498446.7671831348,985209.3826498963,1446029.0028943447,985933.1417445801,1738570.6589094216
2015-05-27,54,994528.2675135918,1406448.475568049,18162.990234375,1508533.9396375606,991841.5681663628,1455763.3119440528,993204.1671062512,1751392.2091938755
2015-05-28,54,990149.884876568,1400256.6258374313,18126.119140625,1505471.597171056,989828.117574081,1452808.094501337,990011.0447701988,1745761.534487124
2015-05-29,54,983103.7079051324,1390292.0173051527,18010.6796875,1495883.7302633992,983524.2190013081,1443555.624591828,984594.26137155,1736209.7096383371
2015-06-01,54,985691.0907691309,1393951.0592888254,18040.369140625,1498349.598884722,985145.495749548,1445935.2336789516,985653.2753737281,1738077.1493191894
2015-06-02,54,984417.8099978752,1392150.4027783978,18011.939453125,1495988.360568034,983593.0120743042,1443656.5947820258,983581.1616225161,1734423.2340411153
2015-06-03,54,989002.258482296,1398633.6680538573,18076.26953125,1501331.3192405235,987105.9383460481,1448812.6492851896,986222.294398133,1739080.5437059943
2015-06-04,54,980561.5217917748,1386696.8919572516,17905.580078125,1487154.64294138,977784.9569067392,1435131.8929565926,976648.1891749575,1722197.7980901292
2015-06-05,54,979570.6308520624,1385295.5873416504,17849.4609375,1482493.6467505721,974720.4121526323,1430633.944933415,973583.4803171207,1716793.5646053855
2015-06-08,54,973724.0706981012,1377027.4607489156,17766.55078125,1475607.5127478642,970192.8680461403,1423988.6975320335,967662.765735775,1706353.119695814
2015-06-09,54,973110.6995484123,1376160.0395336351,17764.0390625,1475398.901008701,970055.7085238564,1423787.3833233602,967583.5689840568,1706213.4660590834
2015-06-10,54,986969.5485692788,1395759.0370837566,18000.400390625,1495029.9794210845,982962.8888568446,1442731.739148401,980452.9953641895,1728907.1013109651
2015-06-11,54,989485.5516782572,1399317.134779656,18039.369140625,1498266.5435111204,985090.8879148596,1445855.0836985158,982023.6219454306,1731676.7062411914
2015-06-12,54,981854.671764927,1388525.6472252822,17898.83984375,1486594.8302572023,977416.8873022279,1434591.6633033026,973902.4544548877,1717356.0358860355
2015-06-15,54,977931.9194036294,1382978.1436913994,17791.169921875,1477652.264670223,971537.2660075615,1425961.921171478,969365.1581826617,1709355.0773669693
2015-06-16,54,983542.6812253762,1390912.8074598815,17904.48046875,1487063.3144739235,977724.9096197673,1435043.7592866991,976009.5193482253,1721071.5831628954
2015-06-17,55,1000000.0,1390912.8074598815,17935.740234375,1489659.6059866054,1000000.0,1435043.7592866991,1000000.0,1721071.5831628954
2015-06-18,55,1002127.1913812634,1393871.545195999,18115.83984375,1504617.8463287416,1010041.3814552147,1449453.5810786223,1011361.9080832066,1740626.240295411
2015-06-19,55,1000160.6094915388,1391136.2012586624,18015.94921875,1496321.393150073,1004472.0197397415,1441461.303305622,1005705.2340843888,1730890.6994208293
2015-06-22,55,1003638.163081932,1395973.1750861683,18119.779296875,1504945.0390798242,1010261.024083482,1449768.7778615905,1010952.9884951162,1739922.4604125503
2015-06-23,55,1004846.7706462856,1397654.2428266208,18144.0703125,1506962.53845772,1011615.3599128138,1451712.3090414514,1011424.5912242159,1740734.1224681456
2015-06-24,55,994332.3932859418,1383029.6606936525,17966.0703125,1492178.6819566418,1001691.041335828,1437470.477602375,1002829.7515862654,1725941.788205427
2015-06-25,55,990574.3888512036,1377802.604194884,17890.359375,1485890.4817568548,997469.8083947478,1431412.8236137822,999052.530151048,1719440.9197299604
2015-06-26,55,992475.9863745038,1380447.5605446764,17946.6796875,1490568.186352899,1000609.9248194973,1435919.0280925527,1000620.0668510563,1722138.7625999097
2015-06-29,55,969662.7772986868,1348716.3758618622,17596.349609375,1461471.3908303622,981077.4118845937,1407889.0173021324,979853.6048661972,1686398.1949949362
2015-06-30,55,971992.273400066,1351956.5018241985,17619.509765625,1463394.9662603766,982368.6971032328,1409742.0680965998,980680.9141056902,1687822.0534175157
2015-07-01,55,980212.539681194,1363390.17547535,17757.91015625,1474889.8624103384,990085.1553489731,1420815.5233459459,988794.5396647167,1701786.1838035802
2015-07-02,55,977492.865015907,1359607.3451512782,17730.109375,1472580.858137204,988535.1339455232,1418591.1748041643,988113.5757068582,1700614.196086552
2015-07-06,55,974814.1994824692,1355881.5549539183,17683.580078125,1468716.350001833,985940.9116682723,1414868.3523149928,985316.1023049807,1695799.5441099268
2015-07-07,55,980959.8691305713,1364429.6455778808,17776.91015625,1476467.9145087681,991144.4927251682,1422335.718836634,991354.5656247857,1706192.1717356145
2015-07-08,55,966478.1858160415,1344286.8867821232,17515.419921875,1454749.7453995922,976565.209631302,1401413.809617907,977012.001248678,1681507.591758211
2015-07-09,55,969545.4841686416,1348553.2313450554,17548.619140625,1457507.1189161532,978416.2187514259,1404070.0887041234,978148.6183162922,1683463.7910942198
2015-07-10,55,981275.5198665787,1364868.688229278,17760.41015625,1475097.5008443424,990224.541845841,1421015.5490684048,990106.545315709,1704044.2394464524
2015-07-13,55,992145.56233473,1379987.9695158622,17977.6796875,1493142.9029345475,1002338.3173806577,1438399.3470510435,1001792.8465719827,1724157.2004509058
2015-07-14,55,1000599.00661585,1391745.9734336205,18053.580078125,1499446.8382344116,1006570.1132047035,1444472.1592389161,1007141.6318262438,1733362.8427564553
2015-07-15,55,1000479.9909998376,1391580.4330890211,18050.169921875,1499163.6064330281,1006379.9813113199,1444199.3116518746,1007262.8097764738,1733571.398683102
2015-07-16,56,1000000.0,1391580.4330890211,18120.25,1504984.1335037267,1000000.0,1444199.3116518746,1000000.0,1733571.398683102
2015-07-17,56,999858.085830307,1391382.9481072982,18086.44921875,1502176.7969889832,998134.6404574992,1441505.3606846116,998351.244900783,1730713.1639996665
2015-07-20,56,999953.992449188,1391516.4098815368,18100.41015625,1503336.3278688737,998905.1009919841,1442618.0592581697,999924.9455950191,1733441.286513282
2015-07-21,56,995442.6054374696,1385238.4519899373,17919.2890625,1488293.2477603436,988909.5935486541,1428182.5542889014,994412.4460043008,1723884.9748875606
2015-07-22,56,994576.8672853472,1384033.7077172655,17851.0390625,1482624.7185120368,985143.0892233826,1422742.9713350106,990055.6327435799,1716332.1280293714
2015-07-23,56,988961.2759672166,1376219.1607187302,17731.919921875,1472731.2337843305,978569.2759136877,1413249.074678221,984526.8140310592,1706747.5260408416
2015-07-24,56,980071.7378521884,1363848.6534186578,17568.529296875,1459160.7643819626,969552.2576606283,1400226.7031240002,977696.5491071942,1694906.774123401
2015-07-27,56,975911.7414777088,1358059.6838622107,17440.58984375,1448534.705304286,962491.6788537686,1390029.8200712698,972054.7685078789,1685126.3446387826
2015-07-28,56,989435.089523058,1376878.5103919716,17630.26953125,1464288.6226142263,972959.5083539134,1405147.4522298682,983935.4133320668,1705722.2907039071
2015-07-29,56,995436.7604806232,1385230.318262358,17751.390625,1474348.3803066625,979643.8032035982,1414800.906250661,991012.942393473,1717991.6926581096
2015-07-30,56,995058.0110446569,1384703.2579582236,17745.98046875,1473899.0377580759,979345.233578455,1414369.712203549,990214.1025282635,1716606.8467156545
2015-07-31,56,995794.8793362256,1385728.6694545343,17689.859375,1469237.8793497414,976248.0857052193,1409896.813376938,989718.2394336713,1715747.232637207
2015-08-03,56,992774.6618793928,1381525.793937932,17598.19921875,1461625.01082802,971189.6479767112,1402591.4210913926,986284.2340168506,1709794.1390636838
2015-08-04,56,991700.8064635833,1380031.4377533246,17550.689453125,1457679.0694943129,968567.7324057339,1398804.8524285778,984055.1180017182,1705929.8072955038
2015-08-05,56,996469.838458933,1386667.9293628288,17540.470703125,1456830.3473953218,968003.7915108787,1397990.4093764157,985179.395354313,1707878.822358149
