date,close,account_value,action,turnover,trade_cost,selected_checkpoint,warm_start_from,agent_family
2021-04-17 00:34:20.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:21.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:22.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:23.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:24.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:25.281751+00:00,61296.61,99756.59469816997,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:26.281751+00:00,61268.655,99711.1026458427,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:27.281751+00:00,61260.50500000001,99697.83519011225,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:28.281751+00:00,61259.295,99695.87081837257,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:29.281751+00:00,61257.00500000001,99692.13914778619,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:30.281751+00:00,61257.00500000001,99692.13914778619,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
