date,close,account_value,action,turnover,trade_cost,selected_checkpoint,warm_start_from,agent_family
2021-04-17 00:34:31.281751+00:00,61257.00500000001,99692.13914778619,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:32.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:33.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:34.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:35.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:36.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:37.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:38.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:39.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:40.281751+00:00,61250.00500000001,99680.74706313408,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:41.281751+00:00,61245.705,99673.74779683835,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:42.281751+00:00,61245.705,99673.74779683835,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:43.281751+00:00,61245.705,99673.74779683835,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:44.281751+00:00,61231.775,99651.07805695586,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:45.281751+00:00,61231.815,99651.14798604691,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:46.281751+00:00,61231.815,99651.14798604691,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:47.281751+00:00,61231.815,99651.14798604691,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:48.281751+00:00,61231.815,99651.14798604691,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:49.281751+00:00,61240.6,99665.44530657292,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:50.281751+00:00,61240.955,99666.01745368156,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:51.281751+00:00,61240.955,99666.01745368156,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:52.281751+00:00,61240.955,99666.01745368156,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:53.281751+00:00,61238.025,99661.24956110952,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:54.281751+00:00,61238.215,99661.56106342423,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:55.281751+00:00,61235.925,99657.83575002795,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:56.281751+00:00,61235.945,99657.86753597842,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:57.281751+00:00,61235.925,99657.83575002795,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:58.281751+00:00,61240.765,99665.71230855695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:34:59.281751+00:00,61240.765,99665.71230855695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:00.281751+00:00,61250.195,99681.0585654488,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:01.281751+00:00,61247.515,99676.69753304291,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:02.281751+00:00,61254.285,99687.71454347935,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:03.281751+00:00,61254.285,99687.71454347935,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:04.281751+00:00,61254.285,99687.71454347935,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:05.281751+00:00,61254.285,99687.71454347935,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:06.281751+00:00,61260.38,99697.63176002918,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:07.281751+00:00,61271.05,99714.99960337156,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:08.281751+00:00,61285.145,99737.93634523808,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:09.281751+00:00,61285.145,99737.93634523808,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:10.281751+00:00,61285.145,99737.93634523808,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:11.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:12.281751+00:00,61305.61500000001,99771.24802134135,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:13.281751+00:00,61318.9,99792.86882485799,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:14.281751+00:00,61322.945,99799.45487379748,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:15.281751+00:00,61322.945,99799.45487379748,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:16.281751+00:00,61315.845,99787.89750220288,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:17.281751+00:00,61315.845,99787.89750220288,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:18.281751+00:00,61315.845,99787.89750220288,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:19.281751+00:00,61315.845,99787.89750220288,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:20.281751+00:00,61315.845,99786.89961324887,3,0.25000000000000006,0.9978889540143427,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:21.281751+00:00,61315.845,99786.89960327008,3,2.499999999806694e-06,9.978789749454098e-06,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:22.281751+00:00,61315.845,99786.89960326997,3,2.499976840078521e-11,9.978697306009312e-11,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:23.281751+00:00,61315.845,99786.89960326997,3,2.916598328281961e-16,1.1641648600330717e-15,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:24.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:25.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:26.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:27.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:28.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:29.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:30.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:31.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:32.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:33.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:34.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:35.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:36.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:37.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:38.281751+00:00,61315.845,99786.89960326997,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:39.281751+00:00,61326.915,99800.41167569434,3,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:40.281751+00:00,61345.24000000001,99829.23347321925,4,0.24996615226280777,0.99783906076118,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:41.281751+00:00,61343.36500000001,99826.18222070142,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:42.281751+00:00,61343.36500000001,99826.18222070142,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:43.281751+00:00,61343.36500000001,99826.18222070142,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:44.281751+00:00,61343.36500000001,99826.18222070142,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:45.281751+00:00,61343.36500000001,99826.18222070142,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:46.281751+00:00,61352.05,99840.31969070068,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:47.281751+00:00,61354.61500000001,99844.48973580838,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:48.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:49.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:50.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:51.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:52.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:53.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:54.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:55.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:56.281751+00:00,61368.965,99867.84453112191,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:57.281751+00:00,61391.605,99904.68840527465,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:58.281751+00:00,61393.685,99908.07021014858,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:35:59.281751+00:00,61393.685,99908.07021014858,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:00.281751+00:00,61389.475,99901.2239623117,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:01.281751+00:00,61386.565,99896.488164133,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:02.281751+00:00,61386.565,99896.488164133,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:03.281751+00:00,61399.385,99917.35110322363,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:04.281751+00:00,61400.425,99919.0420056606,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:05.281751+00:00,61400.955,99919.90017043122,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:06.281751+00:00,61411.195,99936.56763730985,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:07.281751+00:00,61411.195,99936.56763730985,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:08.281751+00:00,61411.195,99936.56763730985,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:09.281751+00:00,61411.195,99936.56763730985,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:10.281751+00:00,61411.195,99935.56826163962,3,0.24999999999999997,0.9993756702278915,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:11.281751+00:00,61411.195,99934.56894593014,4,0.2499975000000002,0.9993157094868366,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:12.281751+00:00,61411.195,99933.56959024703,3,0.24999999999999992,0.9993556831177557,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:13.281751+00:00,61411.195,99933.56958025358,3,2.4999999997806958e-06,9.993456893703234e-06,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:14.281751+00:00,61411.195,99933.56958025348,3,2.4999772075042163e-11,9.993365783276224e-11,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:15.281751+00:00,61411.195,99933.56958025348,3,2.912317710552843e-16,1.1641648600330717e-15,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:16.281751+00:00,61411.195,99932.57027453695,4,0.24999999999999992,0.9993057165265782,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:17.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:18.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:19.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:20.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:21.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:22.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:23.281751+00:00,61411.195,99932.57027453695,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:24.281751+00:00,61393.11500000001,99903.1459350594,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:25.281751+00:00,61419.61500000001,99946.26857904637,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:26.281751+00:00,61415.375,99939.37175287805,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:27.281751+00:00,61413.215,99935.85659631484,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:28.281751+00:00,61413.235,99935.88837892392,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:29.281751+00:00,61413.25500000001,99935.92016153298,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:30.281751+00:00,61413.25500000001,99935.92016153298,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:31.281751+00:00,61413.25500000001,99935.92016153298,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:32.281751+00:00,61413.22500000001,99935.87566588029,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:33.281751+00:00,61413.22500000001,99935.87566588029,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:34.281751+00:00,61413.22500000001,99935.87566588029,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:35.281751+00:00,61413.22500000001,99935.87566588029,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:36.281751+00:00,61413.22500000001,99935.87566588029,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:37.281751+00:00,61413.22500000001,99935.87566588029,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:38.281751+00:00,61401.985,99917.58159609926,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:39.281751+00:00,61401.985,99917.58159609926,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:40.281751+00:00,61401.985,99917.58159609926,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:41.281751+00:00,61405.25,99922.89564833586,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:42.281751+00:00,61407.065,99925.85143097943,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:43.281751+00:00,61407.065,99925.85143097943,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:44.281751+00:00,61407.065,99925.85143097943,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:45.281751+00:00,61397.44,99910.18896122945,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:46.281751+00:00,61400.025,99914.39062214857,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:47.281751+00:00,61397.71,99910.62756123462,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:48.281751+00:00,61397.705,99910.61484819099,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:49.281751+00:00,61400.045,99914.42876127946,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:50.281751+00:00,61400.015,99914.37790910495,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:51.281751+00:00,61400.015,99914.37790910495,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:52.281751+00:00,61400.015,99914.37790910495,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:53.281751+00:00,61400.015,99914.37790910495,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:54.281751+00:00,61400.015,99914.37790910495,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:55.281751+00:00,61400.045,99914.42876127946,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:56.281751+00:00,61400.045,99914.42876127946,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:57.281751+00:00,61400.025,99914.39062214857,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:58.281751+00:00,61397.335,99910.01733514047,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:36:59.281751+00:00,61400.045,99914.42876127946,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:37:00.281751+00:00,61397.375,99910.0809003586,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:37:01.281751+00:00,61400.045,99914.42876127946,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:37:02.281751+00:00,61397.57,99910.3987264493,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:37:03.281751+00:00,61393.11500000001,99903.1459350594,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
2021-04-17 00:37:04.281751+00:00,61386.565,99892.49240449895,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn
