date,close,account_value,action,turnover,trade_cost,selected_checkpoint,warm_start_from,agent_family,_single_window,buy_hold,cash,sma_timing,sma_turnover,sma_trade_cost,constant_mix_50,cmix_turnover,cmix_trade_cost,vol_mom,vol_mom_turnover,vol_mom_trade_cost,d3qn_compounded,buy_hold_compounded,cash_compounded,sma_timing_compounded,constant_mix_50_compounded,vol_mom_compounded
2021-04-17 00:32:08.281751+00:00,61443.715,99996.00011999682,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99996.00011999681,100000.0,100000.0,0.0,0.0,99998.00002,0.0,0.0,100000.0,0.0,0.0,99996.00011999682,100000.0,100000.0,100000.0,99999.9999600008,100000.0
2021-04-17 00:32:09.281751+00:00,61443.25,99995.2436143754,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99995.2433600897,100000.0,100000.0,0.0,0.0,99997.62162491141,1.8919826036961295e-06,7.567523395091147e-06,100000.0,0.0,0.0,99995.2436143754,99999.24320982219,100000.0,100000.0,99999.62155734438,100000.0
2021-04-17 00:32:10.281751+00:00,61443.24,99995.22454280511,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99995.2270856831,100000.0,100000.0,0.0,0.0,99997.61348735169,4.0725793736879324e-08,1.6289440039462394e-07,100000.0,0.0,0.0,99995.22454280511,99999.2269347646,100000.0,100000.0,99999.6134196219,100000.0
2021-04-17 00:32:11.281751+00:00,61442.785,99994.48710875397,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99994.48660018262,100000.0,100000.0,0.0,0.0,99997.24322836072,1.8513097814009875e-06,7.404812835454244e-06,100000.0,0.0,0.0,99994.48710875397,99998.48641964441,100000.0,100000.0,99999.24315322583,100000.0
2021-04-17 00:32:12.281751+00:00,61442.785,99994.48710875397,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99994.48660018262,100000.0,100000.0,0.0,0.0,99997.24322836056,3.702516757654835e-11,1.4809214472846844e-10,100000.0,0.0,0.0,99994.48710875397,99998.48641964441,100000.0,100000.0,99999.24315322567,100000.0
2021-04-17 00:32:13.281751+00:00,61442.78,99994.48075156387,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99994.4784629793,100000.0,100000.0,0.0,0.0,99997.23915956536,2.0344131445732264e-08,8.137183794311442e-08,100000.0,0.0,0.0,99994.48075156387,99998.4782821156,100000.0,100000.0,99999.2390843491,100000.0
2021-04-17 00:32:14.281751+00:00,61439.61500000001,99989.32507039598,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99989.327613289,100000.0,100000.0,0.0,0.0,99994.66361210826,1.2878167372895255e-05,5.150837534562136e-05,100000.0,0.0,0.0,99989.32507039598,99993.32722638924,100000.0,100000.0,99996.66348538156,100000.0
2021-04-17 00:32:15.281751+00:00,61435.25500000001,99982.2304462488,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99982.23197200945,100000.0,100000.0,0.0,0.0,99991.11553117933,1.7741883650527094e-05,7.095910078369627e-05,100000.0,0.0,0.0,99982.2304462488,99986.23130128121,100000.0,100000.0,99993.11533349172,100000.0
2021-04-17 00:32:16.281751+00:00,61411.22500000001,99943.12736996805,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99943.12457293888,100000.0,100000.0,0.0,0.0,99971.55970318633,9.780535501910618e-05,0.0003910984240800275,100000.0,0.0,0.0,99943.12736996805,99947.12233789903,100000.0,100000.0,99973.55911438608,100000.0
2021-04-17 00:32:17.281751+00:00,61411.22500000001,99943.12736996805,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99943.12457293888,100000.0,100000.0,0.0,0.0,99971.55970317851,1.9560484223715943e-09,7.821733812751102e-09,100000.0,0.0,0.0,99943.12736996805,99947.12233789903,100000.0,100000.0,99973.55911437827,100000.0
2021-04-17 00:32:18.281751+00:00,61411.22500000001,99943.12736996805,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99943.12457293888,100000.0,100000.0,0.0,0.0,99971.55970317851,3.915578798663301e-14,1.565739106228528e-13,100000.0,0.0,0.0,99943.12736996805,99947.12233789903,100000.0,100000.0,99973.55911437827,100000.0
2021-04-17 00:32:19.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193261116,2.674735547231258e-05,0.00010695006383265593,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685656,100000.0
2021-04-17 00:32:20.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,5.349311039938478e-10,2.1389372761103473e-09,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:21.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,1.0699272770343623e-14,4.278134732637002e-14,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:22.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,0.0,0.0,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:23.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,0.0,0.0,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:24.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,0.0,0.0,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:25.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,0.0,0.0,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:26.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21193260903,0.0,0.0,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.21123685443,100000.0
2021-04-17 00:32:27.281751+00:00,61408.125,99938.07976103178,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99938.07950689146,100000.0,100000.0,0.0,0.0,99969.03644011324,1.4127194254529799e-05,5.649184484535219e-05,100000.0,0.0,0.0,99938.07976103178,99942.07707004696,100000.0,100000.0,99971.03580084823,100000.0
2021-04-17 00:32:28.281751+00:00,61404.655,99932.4345762265,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99932.4322877997,100000.0,100000.0,0.0,0.0,99966.21189943486,1.4127194257358838e-05,5.6487989173348296e-05,100000.0,0.0,0.0,99932.4345762265,99936.42962506418,100000.0,100000.0,99968.2112036796,100000.0
2021-04-17 00:32:29.281751+00:00,61400.00500000001,99924.86316282212,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99924.86468872864,100000.0,100000.0,0.0,0.0,99962.42674518406,1.893278884252168e-05,7.570042974669455e-05,100000.0,0.0,0.0,99924.86316282212,99928.86172328613,100000.0,100000.0,99964.42597372647,100000.0
2021-04-17 00:32:30.281751+00:00,61377.435,99888.13131844718,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99888.1333530223,100000.0,100000.0,0.0,0.0,99944.05380619323,9.191465866198399e-05,0.00036744192168924883,100000.0,0.0,0.0,99888.13131844718,99892.12891831168,100000.0,100000.0,99946.05266728054,100000.0
2021-04-17 00:32:31.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.44984763864,8.026088581566511e-06,3.2084915680852255e-05,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.4486766471,100000.0
2021-04-17 00:32:32.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,1.6051698406140174e-10,6.416791747273728e-10,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:33.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,3.2760663075340077e-15,1.3096330814199124e-14,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:34.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:35.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:36.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:37.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:38.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:39.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:40.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:41.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:42.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:43.281751+00:00,61375.465,99884.92729463878,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99884.92729492122,100000.0,100000.0,0.0,0.0,99942.449847638,0.0,0.0,100000.0,0.0,0.0,99884.92729463878,99888.92273196697,100000.0,100000.0,99944.44867664645,100000.0
2021-04-17 00:32:44.281751+00:00,61369.31,99874.9083630474,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99874.91039765616,100000.0,100000.0,0.0,0.0,99937.43841447525,2.507235033013306e-05,0.00010022365206152628,100000.0,0.0,0.0,99874.9083630474,99878.90543402203,100000.0,100000.0,99939.43714325604,100000.0
2021-04-17 00:32:45.281751+00:00,61362.285,99863.47813525473,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99863.47762701652,100000.0,100000.0,0.0,0.0,99931.71833594421,2.8619863870812695e-05,0.00011439785518918555,100000.0,0.0,0.0,99863.47813525473,99867.47220606697,100000.0,100000.0,99933.71695032458,100000.0
2021-04-17 00:32:46.281751+00:00,61362.285,99863.47813525473,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99863.47762701652,100000.0,100000.0,0.0,0.0,99931.71833594193,5.723800521226828e-10,2.287888249105684e-09,100000.0,0.0,0.0,99863.47813525473,99867.47220606697,100000.0,100000.0,99933.7169503223,100000.0
2021-04-17 00:32:47.281751+00:00,61362.285,99863.47813525473,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99863.47762701652,100000.0,100000.0,0.0,0.0,99931.71833594193,1.150386806295424e-14,4.5982672636374315e-14,100000.0,0.0,0.0,99863.47813525473,99867.47220606697,100000.0,100000.0,99933.7169503223,100000.0
2021-04-17 00:32:48.281751+00:00,61360.00500000001,99859.76553623864,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99859.76706231071,100000.0,100000.0,0.0,0.0,99929.86174867049,9.289266032951336e-06,3.712988893000979e-05,100000.0,0.0,0.0,99859.76553623864,99863.7614929371,100000.0,100000.0,99931.86032591948,100000.0
2021-04-17 00:32:49.281751+00:00,61360.00500000001,99859.76553623864,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99859.76706231071,100000.0,100000.0,0.0,0.0,99929.86174866973,1.8577978091562675e-10,7.425756355540351e-10,100000.0,0.0,0.0,99859.76553623864,99863.7614929371,100000.0,100000.0,99931.86032591874,100000.0
2021-04-17 00:32:50.281751+00:00,61357.265,99855.30914598131,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99855.30787490106,100000.0,100000.0,0.0,0.0,99927.63054532169,1.1163872863756339e-05,4.462183587938817e-05,100000.0,0.0,0.0,99855.30914598131,99859.30212715817,100000.0,100000.0,99929.62907794707,100000.0
2021-04-17 00:32:51.281751+00:00,61357.265,99855.30914598131,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99855.30787490106,100000.0,100000.0,0.0,0.0,99927.6305453208,2.2327074374568793e-10,8.924098833123812e-10,100000.0,0.0,0.0,99855.30914598131,99859.30212715817,100000.0,100000.0,99929.62907794619,100000.0
2021-04-17 00:32:52.281751+00:00,61344.22500000001,99834.08884544072,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99834.08604868884,100000.0,100000.0,0.0,0.0,99917.01173463347,5.313708904870734e-05,0.0002123655954626713,100000.0,0.0,0.0,99834.08884544072,99838.07945206441,100000.0,100000.0,99919.01005488475,100000.0
2021-04-17 00:32:53.281751+00:00,61344.155,99833.974416019,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99833.97212784259,100000.0,100000.0,0.0,0.0,99916.95472575279,2.8633830011624435e-07,1.1443677076228287e-06,100000.0,0.0,0.0,99833.974416019,99837.96552666128,100000.0,100000.0,99918.95304486391,100000.0
2021-04-17 00:32:54.281751+00:00,61344.155,99833.974416019,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99833.97212784259,100000.0,100000.0,0.0,0.0,99916.95472575276,5.726568712486085e-12,2.2886565671799296e-11,100000.0,0.0,0.0,99833.974416019,99837.96552666128,100000.0,100000.0,99918.95304486388,100000.0
2021-04-17 00:32:55.281751+00:00,61344.155,99833.974416019,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99833.97212784259,100000.0,100000.0,0.0,0.0,99916.95472575276,1.4564009950371532e-16,5.820591472992108e-16,100000.0,0.0,0.0,99833.974416019,99837.96552666128,100000.0,100000.0,99918.95304486388,100000.0
2021-04-17 00:32:56.281751+00:00,61344.155,99833.974416019,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99833.97212784259,100000.0,100000.0,0.0,0.0,99916.95472575276,0.0,0.0,100000.0,0.0,0.0,99833.974416019,99837.96552666128,100000.0,100000.0,99918.95304486388,100000.0
2021-04-17 00:32:57.281751+00:00,61344.155,99833.974416019,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99833.97212784259,100000.0,100000.0,0.0,0.0,99916.95472575276,0.0,0.0,100000.0,0.0,0.0,99833.974416019,99837.96552666128,100000.0,100000.0,99918.95304486388,100000.0
2021-04-17 00:32:58.281751+00:00,61343.675,99833.19248163718,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99833.19095632558,100000.0,100000.0,0.0,0.0,99916.56380751904,1.9561842441761257e-06,7.817973774693066e-06,100000.0,0.0,0.0,99833.19248163718,99837.1843238971,100000.0,100000.0,99918.56211881187,100000.0
2021-04-17 00:32:59.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607926,1.874730053201661e-06,7.492410533410654e-06,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.18747987953,100000.0
2021-04-17 00:33:00.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,3.7493437565390535e-11,1.498435607034891e-10,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:01.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,8.010266846243867e-16,3.2013253101335427e-15,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:02.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,0.0,0.0,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:03.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,0.0,0.0,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:04.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,0.0,0.0,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:05.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,0.0,0.0,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:06.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,0.0,0.0,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
2021-04-17 00:33:07.281751+00:00,61343.215,99832.44233320585,4,0.0,0.0,./checkpoints/d3qn_crypto_runs\train_run\actor__000000241152_-0007.649.pt,,d3qn,0,99832.44233362176,100000.0,100000.0,0.0,0.0,99916.18917607912,0.0,0.0,100000.0,0.0,0.0,99832.44233320585,99836.43567124807,100000.0,100000.0,99918.1874798794,100000.0
