window_id,d3qn_return,d3qn_sharpe,d3qn_sortino,d3qn_max_drawdown,d3qn_romad,d3qn_omega,d3qn_win_loss_ratio,buyhold_return,buyhold_sharpe,buyhold_sortino,buyhold_max_drawdown,buyhold_romad,buyhold_omega,buyhold_win_loss_ratio,sma_return,sma_sharpe,sma_sortino,sma_max_drawdown,sma_romad,sma_omega,sma_win_loss_ratio,constmix50_return,constmix50_sharpe,constmix50_sortino,constmix50_max_drawdown,constmix50_romad,constmix50_omega,constmix50_win_loss_ratio,volmom_return,volmom_sharpe,volmom_sortino,volmom_max_drawdown,volmom_romad,volmom_omega,volmom_win_loss_ratio,d3qn_avg_turnover_per_step,d3qn_total_trade_cost
0,-0.001461634070511253,-249.90132934252148,-224.13050888469252,-0.003489219430441448,-0.4189000146449174,0.8086601623456668,0.5684210526315789,-0.0011854751946557274,-200.17896578007162,-176.17920627824319,-0.003449335705043244,-0.3436821742002248,0.842607672625017,0.6585365853658537,0.002015741578878183,575.3656947818022,441.262858257713,-0.0005615704774362129,3.5894721319411684,2.397627845594518,1.1904761904761905,-0.0005926738703661005,-200.22590446175383,-189.14509483670574,-0.001726076382440489,-0.3433647991452861,0.8425738798095709,0.46551724137931033,0.0017199449613416462,549.1591148241731,568.2238628862295,-0.0003081478232556112,5.581558043053049,2.4048296521294024,0.4107142857142857,0.010958916991401847,15.984105601001648
